region,species,production_system,group,year,ahle_total_mean,ahle_dueto_mortality_mean,ahle_dueto_healthcost_mean,ahle_dueto_productionloss_mean,ahle_dueto_ppr_total_mean,ahle_dueto_ppr_mortality_mean,ahle_dueto_ppr_healthcost_mean,ahle_dueto_ppr_productionloss_mean,ahle_dueto_otherdisease_total_mean,ahle_dueto_otherdisease_mortality_mean,ahle_dueto_otherdisease_healthcost_mean,ahle_dueto_otherdisease_productionloss_mean,ahle_when_af_repro_imp25_mean,ahle_when_af_repro_imp50_mean,ahle_when_af_repro_imp75_mean,ahle_when_af_repro_imp100_mean,ahle_when_af_ideal_mean,ahle_when_am_ideal_mean,ahle_when_jf_ideal_mean,ahle_when_jm_ideal_mean,ahle_when_nf_ideal_mean,ahle_when_nm_ideal_mean,ahle_when_af_mort_imp25_mean,ahle_when_am_mort_imp25_mean,ahle_when_j_mort_imp25_mean,ahle_when_n_mort_imp25_mean,ahle_when_af_mort_imp50_mean,ahle_when_am_mort_imp50_mean,ahle_when_j_mort_imp50_mean,ahle_when_n_mort_imp50_mean,ahle_when_af_mort_imp75_mean,ahle_when_am_mort_imp75_mean,ahle_when_j_mort_imp75_mean,ahle_when_n_mort_imp75_mean,ahle_when_af_mort_imp100_mean,ahle_when_am_mort_imp100_mean,ahle_when_j_mort_imp100_mean,ahle_when_n_mort_imp100_mean,ahle_when_all_growth_imp25_mean,ahle_when_af_growth_imp25_mean,ahle_when_am_growth_imp25_mean,ahle_when_jf_growth_imp25_mean,ahle_when_jm_growth_imp25_mean,ahle_when_nf_growth_imp25_mean,ahle_when_nm_growth_imp25_mean,ahle_when_all_growth_imp50_mean,ahle_when_af_growth_imp50_mean,ahle_when_am_growth_imp50_mean,ahle_when_jf_growth_imp50_mean,ahle_when_jm_growth_imp50_mean,ahle_when_nf_growth_imp50_mean,ahle_when_nm_growth_imp50_mean,ahle_when_all_growth_imp75_mean,ahle_when_af_growth_imp75_mean,ahle_when_am_growth_imp75_mean,ahle_when_jf_growth_imp75_mean,ahle_when_jm_growth_imp75_mean,ahle_when_nf_growth_imp75_mean,ahle_when_nm_growth_imp75_mean,ahle_when_all_growth_imp100_mean,ahle_when_af_growth_imp100_mean,ahle_when_am_growth_imp100_mean,ahle_when_jf_growth_imp100_mean,ahle_when_jm_growth_imp100_mean,ahle_when_nf_growth_imp100_mean,ahle_when_nm_growth_imp100_mean,ahle_when_a_ideal_mean,ahle_when_j_ideal_mean,ahle_when_n_ideal_mean,ahle_when_a_mort_imp100_mean,ahle_total_stdev,ahle_dueto_mortality_stdev,ahle_dueto_healthcost_stdev,ahle_dueto_productionloss_stdev,ahle_dueto_ppr_total_stdev,ahle_dueto_ppr_mortality_stdev,ahle_dueto_ppr_healthcost_stdev,ahle_dueto_ppr_productionloss_stdev,ahle_dueto_otherdisease_total_stdev,ahle_dueto_otherdisease_mortality_stdev,ahle_dueto_otherdisease_healthcost_stdev,ahle_dueto_otherdisease_productionloss_stdev,ahle_total_mean_usd,ahle_dueto_mortality_mean_usd,ahle_dueto_healthcost_mean_usd,ahle_dueto_productionloss_mean_usd,ahle_dueto_ppr_total_mean_usd,ahle_dueto_ppr_mortality_mean_usd,ahle_dueto_ppr_healthcost_mean_usd,ahle_dueto_ppr_productionloss_mean_usd,ahle_dueto_otherdisease_total_mean_usd,ahle_dueto_otherdisease_mortality_mean_usd,ahle_dueto_otherdisease_healthcost_mean_usd,ahle_dueto_otherdisease_productionloss_mean_usd,ahle_when_af_repro_imp25_mean_usd,ahle_when_af_repro_imp50_mean_usd,ahle_when_af_repro_imp75_mean_usd,ahle_when_af_repro_imp100_mean_usd,ahle_when_af_ideal_mean_usd,ahle_when_am_ideal_mean_usd,ahle_when_jf_ideal_mean_usd,ahle_when_jm_ideal_mean_usd,ahle_when_nf_ideal_mean_usd,ahle_when_nm_ideal_mean_usd,ahle_when_af_mort_imp25_mean_usd,ahle_when_am_mort_imp25_mean_usd,ahle_when_j_mort_imp25_mean_usd,ahle_when_n_mort_imp25_mean_usd,ahle_when_af_mort_imp50_mean_usd,ahle_when_am_mort_imp50_mean_usd,ahle_when_j_mort_imp50_mean_usd,ahle_when_n_mort_imp50_mean_usd,ahle_when_af_mort_imp75_mean_usd,ahle_when_am_mort_imp75_mean_usd,ahle_when_j_mort_imp75_mean_usd,ahle_when_n_mort_imp75_mean_usd,ahle_when_af_mort_imp100_mean_usd,ahle_when_am_mort_imp100_mean_usd,ahle_when_j_mort_imp100_mean_usd,ahle_when_n_mort_imp100_mean_usd,ahle_when_all_growth_imp25_mean_usd,ahle_when_af_growth_imp25_mean_usd,ahle_when_am_growth_imp25_mean_usd,ahle_when_jf_growth_imp25_mean_usd,ahle_when_jm_growth_imp25_mean_usd,ahle_when_nf_growth_imp25_mean_usd,ahle_when_nm_growth_imp25_mean_usd,ahle_when_all_growth_imp50_mean_usd,ahle_when_af_growth_imp50_mean_usd,ahle_when_am_growth_imp50_mean_usd,ahle_when_jf_growth_imp50_mean_usd,ahle_when_jm_growth_imp50_mean_usd,ahle_when_nf_growth_imp50_mean_usd,ahle_when_nm_growth_imp50_mean_usd,ahle_when_all_growth_imp75_mean_usd,ahle_when_af_growth_imp75_mean_usd,ahle_when_am_growth_imp75_mean_usd,ahle_when_jf_growth_imp75_mean_usd,ahle_when_jm_growth_imp75_mean_usd,ahle_when_nf_growth_imp75_mean_usd,ahle_when_nm_growth_imp75_mean_usd,ahle_when_all_growth_imp100_mean_usd,ahle_when_af_growth_imp100_mean_usd,ahle_when_am_growth_imp100_mean_usd,ahle_when_jf_growth_imp100_mean_usd,ahle_when_jm_growth_imp100_mean_usd,ahle_when_nf_growth_imp100_mean_usd,ahle_when_nm_growth_imp100_mean_usd,ahle_when_a_ideal_mean_usd,ahle_when_j_ideal_mean_usd,ahle_when_n_ideal_mean_usd,ahle_when_a_mort_imp100_mean_usd,ahle_total_stdev_usd,ahle_dueto_mortality_stdev_usd,ahle_dueto_healthcost_stdev_usd,ahle_dueto_productionloss_stdev_usd,ahle_dueto_ppr_total_stdev_usd,ahle_dueto_ppr_mortality_stdev_usd,ahle_dueto_ppr_healthcost_stdev_usd,ahle_dueto_ppr_productionloss_stdev_usd,ahle_dueto_otherdisease_total_stdev_usd,ahle_dueto_otherdisease_mortality_stdev_usd,ahle_dueto_otherdisease_healthcost_stdev_usd,ahle_dueto_otherdisease_productionloss_stdev_usd
National,Cattle,Overall,Overall,2021,758476884378.4099,89479602047.93329,2051274590.8163686,666946007739.6602,,,,,,,,,,,,,541349158728.18256,15937971738.90625,33859534301.03009,16151498933.749298,33857476077.034607,7125869723.393951,,,,,,,,,,,,,28244683242.08081,9934106261.020111,33522528252.079895,9138166085.86621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80984062480.32225,53439548044.30202,19478860.692767017,97026821294.02165,,,,,,,,,21715958784.63898,2561891324.784754,58730062.03300642,19095337397.82122,,,,,,,,,,,,,15499372836.753563,456320218.21795285,969432643.884499,462433717.33455586,969373714.8539958,204020842.82996595,,,,,,,,,,,,,808673790.5966295,284423489.45588714,959783820.5387827,261634918.8419711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2318655451.8092656,1530028200.8605282,557699.443039076,2777975829.7476244,,,,,,,,
National,Cattle,Pastoral,Overall,2017,185832977820.4939,14243982660.882929,311516653.45758116,171277478506.15338,,,,,,,,,,,,,145177597038.50107,8618280657.499374,16804527263.528252,2169405085.7763624,-7989192160.455906,-9821658842.87059,,,,,,,,,,,,,-466153082.47239685,11694322635.815434,4691400601.51964,1603971577.9947462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87158235916.55656,84131090974.78601,3767739.6406786395,121138757509.26997,,,,,,,,,7786481373.703055,596828975.0135127,13052681.220492529,7176599717.469049,,,,,,,,,,,,,6083003503.883969,361109651.25783855,704116890.6938637,90899002.37583907,-334750573.75668895,-411531712.7014464,,,,,,,,,,,,,-19532013.835949495,489997127.7961674,196571694.80218846,67207096.19187868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3651967419.8227334,3525128750.0610933,157869.90488547992,5075765830.382338,,,,,,,,
National,Cattle,Pastoral,Overall,2018,176531759680.62662,12537162906.741405,155259772.5365274,163839337001.3487,,,,,,,,,,,,,155433706889.8934,503658963.6531334,6950215864.757927,5103971661.219421,6502703940.829514,10415441088.489788,,,,,,,,,,,,,6787114064.465225,-1286847004.9157944,1438527350.2638016,4830724419.0074005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21802330321.57531,11688546518.481653,1086633.5665376585,24737900645.498684,,,,,,,,,6435862467.233188,457070480.3660332,5660344.317344153,5973131642.54981,,,,,,,,,,,,,5666685485.520441,18362020.671663307,253385756.21796814,186076770.02535897,237070702.20128137,379718337.9487166,,,,,,,,,,,,,247439513.13547108,-46914902.76306299,52444751.00911398,176114927.04815832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,794853003.6108035,426132260.6815936,39615.67141894265,901875824.3306687,,,,,,,,
National,Cattle,Pastoral,Overall,2019,178404230264.21637,12194524135.133915,151206440.0039404,166058499689.07852,,,,,,,,,,,,,150302499890.01508,5265180248.775597,6335522104.431198,11143016827.390804,7069530501.105637,5399361390.282967,,,,,,,,,,,,,5846513399.719654,-778102346.5168228,3912602405.6095276,4018802071.4653587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26879965591.804466,9671391315.203754,1144961.7474843948,28566910254.686768,,,,,,,,,6137109203.354566,419491881.94373584,5201504.657038344,5712415816.753792,,,,,,,,,,,,,5170409098.461978,181122309.23126608,217942091.1576879,383320008.854249,243191995.153231,185738143.26862,,,,,,,,,,,,,201120181.62246507,-26766736.780220773,134593603.50912985,138246874.20653287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,924671371.1608964,332696060.86064565,39386.70774548783,982702302.3826063,,,,,,,,
National,Cattle,Pastoral,Overall,2020,203202304352.4179,17827957288.783432,156245309.2188327,185218101754.41562,,,,,,,,,,,,,173652964666.64697,10263440074.461597,7873818638.347069,8833495155.758038,4699327703.59355,5936455318.344334,,,,,,,,,,,,,7078400007.433834,4788752654.677277,5087487983.606789,2523614929.332176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17416982795.006565,8548689372.168599,1173713.3219704607,19401839630.32851,,,,,,,,,5817887080.206953,510432412.2083231,4473460.912483843,5302981207.086145,,,,,,,,,,,,,4971859658.744556,293852648.9548538,225435375.22332743,252911882.58684662,134546495.52093133,169966707.85249582,,,,,,,,,,,,,202661736.9474535,137106822.13344774,145659916.13560098,72253642.69154927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,498665797.62558556,244757605.52786458,33604.59712068946,555494252.2786028,,,,,,,,
National,Cattle,Pastoral,Overall,2021,202374169675.43124,27216589515.15739,181205728.4296546,174976374431.8442,,,,,,,,,,,,,172634046216.86295,10679481312.766605,10251146465.30753,9962893746.96745,4897408951.899822,7838595729.845089,,,,,,,,,,,,,14749350865.397068,12608247069.139988,7954795849.117432,3121316078.0900574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25093482659.00281,13174696904.542862,1214634.7550066786,28341762682.648792,,,,,,,,,5794176748.509355,779238429.4663934,5188102.908823302,5009750216.134138,,,,,,,,,,,,,4942686995.060083,305764329.54765904,293500670.51595515,285247704.2358248,140217761.59748957,224426907.7999188,,,,,,,,,,,,,422288802.84945345,360986839.99364734,227753834.50376466,89366429.88294095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,718451737.1713188,377204870.53950286,34776.2190534411,811453272.969303,,,,,,,,
National,Cattle,Periurban dairy,Overall,2017,23470569635.079826,5366422959.778587,938809658.3738197,17165337016.92742,,,,,,,,,,,,,25575073325.950966,1152866823.170967,1159848037.355507,1619179995.0386581,1338965894.419716,459101551.5473099,,,,,,,,,,,,,2390755907.328079,3312832874.4057083,1162075134.6146317,1044219750.4221802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20876423849.168163,5843592198.249357,16153305.280013878,21678858444.08855,,,,,,,,,983426921.5137945,224855420.76439905,39336526.832397975,719234973.9169976,,,,,,,,,,,,,1071606527.6420795,48305613.730476305,48598129.59526678,67844335.38066418,56103244.53280646,19236551.66960936,,,,,,,,,,,,,100173696.61622937,138809116.51573643,48691445.924418814,43753254.84247008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,874731101.8612515,244849016.25553784,676830.4106285294,908353455.1176146,,,,,,,,
National,Cattle,Periurban dairy,Overall,2018,33098618968.180428,6497690088.442024,958553578.9567269,25642375300.781677,,,,,,,,,,,,,26977674255.0615,1791626354.830635,-659786826.5760269,-512840920.5552139,682584352.0006256,1924859825.9091644,,,,,,,,,,,,,4371312727.993668,627211895.548851,2060565582.5893555,779177921.4035263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14621068157.963642,6572313016.534717,16164832.97763395,16030321075.042608,,,,,,,,,1206684621.0559947,236887910.93213373,34946227.31230084,934850482.8115602,,,,,,,,,,,,,983531810.3977847,65317769.636585794,-24054013.177106235,-18696769.56845538,24885148.257226728,70175095.5786418,,,,,,,,,,,,,159366040.2498136,22866420.778153226,75122554.2545515,28406684.14981001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,533043934.7510982,239608457.66534293,589325.354474812,584421420.4356911,,,,,,,,
National,Cattle,Periurban dairy,Overall,2019,26305017737.597916,5376020985.831627,972617865.4191694,19956378886.34712,,,,,,,,,,,,,27296343688.257416,1668198823.8050385,1000656719.6230469,1147378109.4807892,2703194263.12516,3608558666.942627,,,,,,,,,,,,,4723072757.649406,1363563311.0064926,1652199956.4002686,1211810562.9246368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15046980440.091166,6329744737.195571,17764581.51960185,16324141765.584423,,,,,,,,,904893153.1092602,184935232.8737477,33458074.645264216,686499845.5902482,,,,,,,,,,,,,938994786.2729269,57386073.97053771,34422611.8085999,39469830.64803754,92989938.44546857,124134492.62352194,,,,,,,,,,,,,162473800.3474198,46906606.042586975,56835712.6015968,41686308.376392536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,517616437.70899874,217743349.6055374,611101.9709354863,561550813.6665924,,,,,,,,
National,Cattle,Periurban dairy,Overall,2020,30932055080.561005,9518580327.734367,1040441749.669348,20373033003.157288,,,,,,,,,,,,,30681691343.64943,9180016582.057083,9687874517.618774,8754444987.088387,6182570164.1579895,8053074328.069557,,,,,,,,,,,,,4845795007.303154,4040525477.7696915,5097997270.809502,4652252821.7640915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12041664302.675621,6590897874.265606,13449835.636384612,13727410348.11045,,,,,,,,,885615958.8886294,272526562.56591755,29788897.485193256,583300498.8375186,,,,,,,,,,,,,878447792.390852,262833140.79061028,277373626.1030239,250648596.466854,177013224.30943066,230567646.55565125,,,,,,,,,,,,,138740002.26604673,115684322.81946018,145960807.63598874,133198694.13811392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344765003.4973245,188704058.80412975,385082.3701493029,393029614.3219929,,,,,,,,
National,Cattle,Periurban dairy,Overall,2021,27595210630.774223,3421272224.7318115,1082906169.7344599,23091032236.307953,,,,,,,,,,,,,22093805696.929176,-1128036733.74057,3137261269.3198624,-2231675846.1393433,1023757432.3161316,-1663800983.8720016,,,,,,,,,,,,,1332822956.8652115,-900532018.4143677,1780693567.8099747,116911915.6169815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14574485591.592327,4231897427.6186624,19212354.232239865,15176460562.725847,,,,,,,,,790078734.1758341,97954477.12845418,31004696.694029126,661119560.3533508,,,,,,,,,,,,,632567957.9589745,-32296830.295025256,89822956.80247048,-63895132.06477332,29311208.638697676,-47636301.561406754,,,,,,,,,,,,,38160066.5684433,-25783140.65847993,50983054.22758363,3347306.151659735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417282233.5564151,121163494.90901181,550069.0940701808,434517384.5962954,,,,,,,,
National,Goat,Crop livestock mixed,Overall,2017,30757007512.252808,34748663965.907265,42856438.32587321,-4034512891.9803305,-212142357.5900879,1798269734.7142892,9584286.89090131,-2019996379.1952784,30969149869.842896,32950394231.192974,33272151.4349719,-2014516512.785052,102352530570.7755,119432310519.2819,135939731979.99236,157931374933.7532,163565561294.9545,83648846166.73782,83010140338.57582,85180691207.52666,84206086820.29471,84321674341.41574,87456868076.68639,85447606055.70155,84666061611.63199,85056950179.17625,88073640830.35861,86223779026.7824,86400950941.98543,87264876719.30518,88397181013.20784,86925788834.37378,86145826177.02702,88566268673.56696,87177386218.58374,80082797713.12703,82062386812.59474,84343182575.33434,81604738648.70412,80889709072.61252,81447474131.92535,80391864809.8215,81302378554.84625,81705980005.40573,81015484331.95917,82314965160.91393,80445532110.81271,82051521832.73125,80450356842.9502,81137382755.80917,80834215316.85555,80568528325.8243,82223733401.84567,81021643922.17436,81272652613.1491,80609527593.73106,81597129657.50809,80345340094.3622,80359918752.36478,83653758782.68454,81283727517.53278,83668173224.41122,80512157587.14745,81930506783.06018,80066530003.6895,78561288651.95865,,,,,4029154188.3168783,4452438481.561314,564783.0828839923,6004855720.523132,5254410621.899116,158513017.06930977,362508.1157586832,5256801070.186963,6621398225.205737,4455259230.243335,671112.5574021525,7980742428.86075,1288731789.770579,1455983905.0362818,1795703.1237480636,-169047818.3894508,-8888855.655879745,75348272.18757814,401585.7262337824,-84638713.56969167,1297620645.4264588,1380635632.8487036,1394117.397514281,-84409104.81975912,4288614874.4306755,5004264970.531787,5695933000.819966,6617392260.876566,6853467082.859145,3504922486.0305,3478160438.235824,3569107449.417479,3528271108.1129704,3533114274.76077,3664480235.2536182,3580291295.8910913,3547544248.9038386,3563922647.32415,3690323277.831967,3612813275.8592033,3620236854.9992003,3656435715.1383305,3703879750.084343,3642227787.5087304,3609547018.062734,3710964595.483425,3652769825.6808553,3355503528.2791767,3438449159.5195055,3534015478.9751806,3419273505.4152813,3389313459.888475,3412684054.796753,3368453572.022008,3406604487.9643016,3423515561.6286144,3394583497.1319256,3449032300.508011,3370702254.922352,3437993912.2091255,3370904413.2656245,3399691093.307394,3386988247.751069,3375855849.017738,3445209650.723206,3394841586.6004515,3405358958.273849,3377573735.9053917,3418954685.4247966,3366504166.5150337,3367115018.530225,3505128326.7430253,3405823001.511548,3505732298.0259137,3373493890.9203267,3432923329.790155,3354821904.285342,3291751646.865793,,,,,168823286.41050908,186559079.6146224,23664.653102135322,251606026.91731295,220162055.82587922,6641763.3155073915,15189.245333504476,220262216.63310742,277439421.96436745,186677270.1926891,28119.903631516772,334396526.3833426
National,Goat,Crop livestock mixed,Overall,2018,32294857887.865448,36486097164.20263,44999260.24216688,-4236238536.579348,-222749475.4696045,1888183221.4500039,10063501.235446375,-2120996198.1550548,32517607363.335052,34597913942.752625,34935759.0067205,-2115242338.4242933,107470157099.31427,125403926045.24602,142736718578.99197,165827943680.44086,171743839359.70224,87831288475.0747,87160647355.50461,89439725767.903,88416391161.30946,88537758058.48653,91829711480.52072,89719986358.48663,88899364692.21361,89309797688.13506,92477322871.87654,90534967978.12152,90720998489.0847,91628120555.27045,92817040063.86824,91272078276.09247,90453117485.8784,92994582107.2453,91536255529.51294,84086937598.78339,86165506153.22449,88560341704.10106,85684975581.13933,84934194526.24315,85519847838.52162,84411458050.31258,85367497482.58856,85791279005.67604,85066258548.55713,86430713418.95963,84467808716.35336,86154097924.36781,84472874685.09772,85194251893.59966,84875926082.69833,84596954742.11551,86334920071.93797,85072726118.28308,85336285243.80655,84640003973.41763,85676986140.38348,84362607099.08032,84377914689.98302,87836446721.81879,85347913893.40942,87851581885.63179,84537765466.5048,86027032122.2132,84069856503.87398,82489353084.5566,,,,,4230611897.7327228,4675060405.6393795,593022.237028192,6305098506.54929,5517131152.994072,166438667.92277524,380633.5215466173,5519641123.696312,6952468136.466025,4678022191.755502,704668.1852722601,8379779550.303788,1177381702.5399127,1330182759.9732757,1640549.2732286144,-154441606.70659155,-8120833.27874987,68837967.44662005,366887.5787979356,-77325688.30416787,1185502535.8186626,1261344792.5266557,1273661.6944306786,-77115918.40242368,3918066367.629582,4571882262.650204,5203788210.464292,6045630773.0814085,6261308059.882984,3202087227.6361237,3177637496.7875047,3260726427.871478,3223418462.449781,3227843165.742376,3347858734.108541,3270943958.242472,3241026349.1316824,3255989607.4062486,3371468864.401923,3300655946.7638707,3307438107.579773,3340509283.381373,3383854018.9450417,3327528961.0560575,3297671902.9187007,3390326713.577404,3337160137.1858454,3065578492.2534804,3141357385.3506794,3228666503.352825,3123838562.228789,3096467149.7358885,3117818458.8607893,3077409615.4328156,3112264183.871444,3127714092.7358885,3101281840.792161,3151026112.896761,3079464005.743271,3140941472.701029,3079648697.0314617,3105948126.1501336,3094342842.5318327,3084172314.670223,3147533750.911458,3101517630.5975127,3111126271.484127,3085741771.251191,3123547289.1910777,3075628644.098858,3076186716.764834,3202275283.126405,3111550220.0679917,3202827069.574893,3082014436.4614816,3136309003.0058575,3064955762.508841,3007334954.4790506,,,,,154236474.92840508,170439845.2218252,21619.959855548055,229866551.5141403,201139428.84043124,6067896.09936706,13876.851392205946,201230935.4694119,253467867.8503361,170547823.798231,25690.264084218314,305503716.6629852
National,Goat,Crop livestock mixed,Overall,2019,33909600782.258717,38310402022.412766,47249223.25427522,-4448050463.408324,-233886949.24308014,1982592382.5225043,10566676.297218695,-2227046008.0628033,34143487731.501797,36327809639.89026,36682546.95705652,-2221004455.345521,112843664954.27998,131674122347.50832,149873554507.94156,174119340864.46295,180331031327.68735,92222852898.82846,91518679723.27985,93911712056.29816,92837210719.37494,92964645961.41086,96421197054.54677,94205985676.41096,93344332926.8243,93775287572.54182,97101189015.47037,95061716377.0276,95257048413.53896,96209526583.03395,97457892067.06166,95835682189.89711,94975773360.1723,97644311212.60757,96113068305.9886,88291284478.72255,90473781460.88571,92988358789.30609,89969224360.19629,89180904252.55531,89795840230.4477,88632030952.82822,89635872356.71799,90080842955.95984,89319571475.98499,90752249089.90761,88691199152.17102,90461802820.5862,88696518419.3526,89453964488.27963,89119722386.83325,88826802479.2213,90651666075.53487,89326362424.19725,89603099505.99689,88872004172.0885,89960835447.40266,88580737454.03433,88596810424.48216,92228269057.90971,89615309588.0799,92244160979.91338,88764653739.83005,90328383728.32385,88273349329.06767,86613820738.78441,,,,,4442142492.619359,4908813425.921349,622673.3488796016,6620353431.876755,5792987710.643776,174760601.31891403,399665.19762394816,5795623179.881128,7300091543.289328,4911923301.343277,739901.594535873,8798768527.81898,1166490966.80428,1317878620.2981713,1625374.2551716208,-153013027.74906301,-8045715.881391486,68201218.87950549,363493.88272065273,-76610428.64361762,1174536682.6856716,1249677401.418666,1261880.3724509678,-76402599.10544538,3881824403.5218735,4529592526.509802,5155653368.465211,5989708919.562878,6203391199.707165,3172468043.2005253,3148244471.42751,3230564833.0755568,3193601964.907677,3197985739.8639774,3316891168.81111,3240687851.681248,3211046979.3109436,3225871828.0185356,3340282906.3019247,3270125005.4447527,3276844431.532399,3309609700.222188,3352553498.6390204,3296749445.382128,3267168563.8910656,3358966321.0934935,3306291533.500928,3037222008.401261,3112299949.6344385,3198801461.6330066,3094943174.9566574,3067824946.982871,3088978757.3146553,3048943694.143507,3083475859.1566143,3098782856.954733,3072595102.330945,3121879241.820367,3050979081.422132,3111887884.160896,3051162064.322968,3077218224.727754,3065720289.5392375,3055643838.671516,3118419184.04991,3072828711.089612,3082348472.4153767,3057198777.8391113,3094654596.1834097,3047179196.7262993,3047732107.241451,3172654359.1847095,3082768499.4910483,3173201041.6296453,3053505920.753706,3107298264.6332994,3036605038.8829513,2979517221.1245165,,,,,152809793.431982,168863283.1696643,21419.976053443927,227740294.70073718,199278896.81348398,6011768.292431618,13748.491047358446,199369557.00964502,251123299.76313275,168970262.9483665,25452.630123612107,302677818.9636643
National,Goat,Crop livestock mixed,Overall,2020,35605080821.37165,40225922123.5334,49611684.41698898,-4670452986.57874,-245581296.7052307,2081722001.6486297,11095010.112079628,-2338398308.46594,35850662118.07688,38144200121.88477,38516674.30490935,-2332054678.1128,118485848201.994,138257828464.88373,157367232233.33865,182825307907.68613,189347582894.0717,96833995543.76988,96094613709.44386,98607297659.11305,97479071255.3437,97612878259.4814,101242256907.2741,98916284960.23152,98011549573.16551,98464051951.16891,101956248466.2439,99814802195.87901,100019900834.2159,101020002912.18565,102330786670.41473,100627466299.39195,99724562028.18092,102526526773.23796,100918721721.28801,92705848702.65868,94997470533.93001,97637776728.77141,94467685578.2061,93639949465.18307,94285632241.97008,93063632500.46964,94117665974.55391,94584885103.75783,93785550049.78426,95289861544.403,93125759109.77957,94984892961.61552,93131344340.32022,93926662712.69362,93575708506.17491,93268142603.18237,95184249379.31161,93792680545.4071,94083254481.29674,93315604380.69295,94458877219.77281,93009774326.73604,93026650945.70628,96839682510.8052,94096075067.4839,96856369028.90904,93202886426.82155,94844802914.74004,92687016795.52107,90944511775.72365,,,,,4664249617.250327,5154254097.217417,653807.0163235817,6951371103.4705925,6082637096.175965,183498631.3848597,419648.45750514563,6085404338.875184,7665096120.453794,5157519466.410441,776896.6742626668,9238706954.209929,1019409402.6666368,1151708753.292646,1420432.6014744346,-133719783.22748339,-7031240.40741141,59601802.13788018,317661.3384948825,-66950703.88378646,1026440643.0740483,1092106951.1547656,1102771.262979552,-66769079.34369693,3392369430.251201,3958461182.449405,4505582700.826168,5234473104.0365715,5421212420.294715,2772455033.885116,2751285785.6574745,2823226463.367854,2790924202.6284575,2794755232.2178845,2898668006.295246,2832073081.6818247,2806169594.336088,2819125194.1612906,2919110305.311221,2857798537.076025,2863670718.112313,2892304650.0790353,2929833712.1447887,2881065930.6395154,2855214869.988983,2935437948.863082,2889404867.3532968,2654262022.990689,2719873469.1175547,2795468100.5254607,2704705191.0853896,2681006270.6763697,2699492820.309519,2664505734.2587543,2694683776.5330453,2708060731.799786,2685174962.3785696,2728244918.8785243,2666284481.7921214,2719513360.526749,2666444392.5800724,2689215160.3527527,2679166987.176978,2670361064.9260716,2725221135.9900575,2685379115.66557,2693698540.7471147,2671719943.522761,2704452998.8925395,2662963720.3818607,2663446915.0177555,2772617857.491599,2694065607.0703864,2773095609.3478065,2668492714.729142,2715502441.0818152,2653722846.4809504,2603833168.9293947,,,,,133542174.50210726,147571497.36007974,18719.154811456552,199024771.2076415,174152039.7035232,5253751.0348215215,12014.958919529165,174231268.6551775,219459438.8575,147664988.17604637,22243.335961434615,264513505.38573015
