agesex_scenario,species,production_system,item,mean_current,stdev_current,mean_ideal,stdev_ideal,mean_mortality_zero,stdev_mortality_zero,mean_mortality_zero_j,stdev_mortality_zero_j,mean_mortality_zero_n,stdev_mortality_zero_n,mean_all_mort_25_imp,stdev_all_mort_25_imp,mean_mort_25_imp_j,stdev_mort_25_imp_j,mean_mort_25_imp_n,stdev_mort_25_imp_n,mean_all_mort_50_imp,stdev_all_mort_50_imp,mean_mort_50_imp_j,stdev_mort_50_imp_j,mean_mort_50_imp_n,stdev_mort_50_imp_n,mean_all_mort_75_imp,stdev_all_mort_75_imp,mean_mort_75_imp_j,stdev_mort_75_imp_j,mean_mort_75_imp_n,stdev_mort_75_imp_n,mean_current_growth_25_imp_all,stdev_current_growth_25_imp_all,mean_current_growth_50_imp_all,stdev_current_growth_50_imp_all,mean_current_growth_75_imp_all,stdev_current_growth_75_imp_all,mean_current_growth_100_imp_all,stdev_current_growth_100_imp_all,mean_current_repro_25_imp,stdev_current_repro_25_imp,mean_current_repro_50_imp,stdev_current_repro_50_imp,mean_current_repro_75_imp,stdev_current_repro_75_imp,mean_current_repro_100_imp,stdev_current_repro_100_imp,mean_ideal_a,stdev_ideal_a,mean_ideal_j,stdev_ideal_j,mean_ideal_n,stdev_ideal_n,mean_mortality_zero_a,stdev_mortality_zero_a,exchg_rate_lcuperusdol,mean_current_usd,mean_ideal_usd,mean_mortality_zero_usd,mean_mortality_zero_j_usd,mean_mortality_zero_n_usd,mean_all_mort_25_imp_usd,mean_mort_25_imp_j_usd,mean_mort_25_imp_n_usd,mean_all_mort_50_imp_usd,mean_mort_50_imp_j_usd,mean_mort_50_imp_n_usd,mean_all_mort_75_imp_usd,mean_mort_75_imp_j_usd,mean_mort_75_imp_n_usd,mean_current_growth_25_imp_all_usd,mean_current_growth_50_imp_all_usd,mean_current_growth_75_imp_all_usd,mean_current_growth_100_imp_all_usd,mean_current_repro_25_imp_usd,mean_current_repro_50_imp_usd,mean_current_repro_75_imp_usd,mean_current_repro_100_imp_usd,mean_ideal_a_usd,mean_ideal_j_usd,mean_ideal_n_usd,mean_mortality_zero_a_usd,stdev_current_usd,stdev_ideal_usd,stdev_mortality_zero_usd,stdev_mortality_zero_j_usd,stdev_mortality_zero_n_usd,stdev_all_mort_25_imp_usd,stdev_mort_25_imp_j_usd,stdev_mort_25_imp_n_usd,stdev_all_mort_50_imp_usd,stdev_mort_50_imp_j_usd,stdev_mort_50_imp_n_usd,stdev_all_mort_75_imp_usd,stdev_mort_75_imp_j_usd,stdev_mort_75_imp_n_usd,stdev_current_growth_25_imp_all_usd,stdev_current_growth_50_imp_all_usd,stdev_current_growth_75_imp_all_usd,stdev_current_growth_100_imp_all_usd,stdev_current_repro_25_imp_usd,stdev_current_repro_50_imp_usd,stdev_current_repro_75_imp_usd,stdev_current_repro_100_imp_usd,stdev_ideal_a_usd,stdev_ideal_j_usd,stdev_ideal_n_usd,stdev_mortality_zero_a_usd
Juvenile Male,Poultry hybrid,Village,Labour Cost,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.06975,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
Juvenile Male,Poultry hybrid,Village,Health Cost,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.06975,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
Juvenile Male,Poultry hybrid,Village,Capital Cost,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.06975,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
Juvenile Male,Poultry hybrid,Village,Infrastructure Cost,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.06975,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
Juvenile Male,Poultry hybrid,Village,Total Expenditure,117089254.266548,28976718.128518,,,133349251.74256,33541045.677885,133349251.74256,33541045.677885,207718669.993301,52176361.5591695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,834606302.772091,243824803.261307,132248088.76967,33141926.7779817,206846102.106941,52409479.8835645,186510932.849942,46088455.7869608,29.06975,4027872.7634929093,,4587217.012274272,4587217.012274272,7145526.535085476,,,,,,,,,,,,,,,,,,28710474.041644357,4549336.983278838,7115510.18178488,6415979.939625969,996799.7017008403,,1153812.663606842,1153812.663606842,1794867.9145561797,,,,,,,,,,,,,,,,,,8387578.264735919,1140082.9652123495,1802887.1897269327,1585443.8303377498
Juvenile Male,Poultry hybrid,Village,Gross Margin,2700752599.30339,800995194.107443,,,3233295665.72848,913342082.197243,3233295665.72848,913342082.197243,5337387336.84461,1324215734.17743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30865876207.8048,7980773908.61454,3786105072.57487,1004800212.77338,5619189296.06261,1351367956.84474,5308189278.43503,1385360862.17521,29.06975,92905945.15960371,,111225437.63632229,111225437.63632229,183606234.55119532,,,,,,,,,,,,,,,,,,1061786778.6205523,130242092.64183111,193300227.76469043,182601820.73925748,27554251.209846765,,31418986.478977047,31418986.478977047,45553048.587532744,,,,,,,,,,,,,,,,,,274538787.1796125,34565148.05849311,46487085.60771042,47656442.25269257
Juvenile Male,Poultry indigenous,Village,Num Offtake,89920862.4740432,4680478.90763255,,,99316243.4858038,5228597.21713852,99316243.4858038,5228597.21713852,133315621.069634,7621003.38197927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120693870.570291,23274489.8877579,99515553.9872042,5301322.50683567,132924913.939783,7587919.93210867,138518582.800335,7047751.7501401,29.06975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juvenile Male,Poultry indigenous,Village,Cml Pop Growth,65964646.5171483,9454136.53203322,,,91179249.0550125,11295550.7050129,91179249.0550125,11295550.7050129,229065612.239231,23289340.3145374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105206702.780604,49251497.3198478,91821295.1213155,11512913.3084441,227404521.793587,23046999.9802948,156233148.741828,16796713.3664486,29.06975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juvenile Male,Poultry indigenous,Village,Total Number Increase,155885508.991191,13474546.3909543,,,190495492.540816,15808927.6794111,190495492.540816,15808927.6794111,362381233.308865,29902843.0649322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225900573.350895,68772838.6784456,191336849.10852,16097373.2795955,360329435.73337,29603465.6166678,294751731.542164,22747049.0326682,29.06975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juvenile Male,Poultry indigenous,Village,Total Mortality,150907540.645563,9738352.89530174,,,144241899.42976,9403673.42017818,144241899.42976,9403673.42017818,73792195.7044713,4898395.36982749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138583908.646729,36259435.7902145,144723834.197446,9596412.49987425,73420289.6188658,4872238.87491323,171843467.954784,11474783.0294794,29.06975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juvenile Male,Poultry indigenous,Village,Population Liveweight (kg),66337441.1724188,6006690.11755524,,,83151111.615382,7191579.14588025,83151111.615382,7191579.14588025,155298444.036997,13777204.9601705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97154274.5526382,31193207.8753345,120783688.59002,20849557.8876884,169999207.660703,16603471.3885439,124447161.921443,10546192.9157266,29.06975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juvenile Male,Poultry indigenous,Village,Offtake Liveweight (kg),131990258.291396,9458423.57035469,,,146078318.161004,10603499.4218965,146078318.161004,10603499.4218965,195918587.220692,15063986.258708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189117616.636562,43221132.9398324,146271111.549754,10648407.6487358,195602381.923918,15027651.529994,203614632.034149,14632202.3741448,29.06975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juvenile Male,Poultry indigenous,Village,Meat (kg),535345748.303106,22771175.2831902,,,568718072.751203,24747923.3899052,568718072.751203,24747923.3899052,683023999.536841,33010673.2335782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,716965048.732742,110011971.165847,569087114.20462,24997666.3215338,682232200.298138,32879570.266054,738380374.524408,31585574.4350889,29.06975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juvenile Male,Poultry indigenous,Village,Eggs Sold,165543857.506582,10746949.6101821,,,185264064.25959,12090986.3237689,185264064.25959,12090986.3237689,258079562.067562,18000799.5503874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207373927.082927,50965504.7397526,185953986.946077,12131476.8973692,256479102.478474,18067844.5357433,273195921.180336,17353527.826348,29.06975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juvenile Male,Poultry indigenous,Village,Eggs Consumed,144031537.513701,9328032.51169583,,,161066798.678323,10510721.4343811,161066798.678323,10510721.4343811,224591579.674045,15756682.8856766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180486903.594719,44311971.5168057,161725789.213425,10514987.7917037,223071656.881289,15724506.0540755,237402118.388304,15020816.5168315,29.06975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juvenile Male,Poultry indigenous,Village,Value of Offtake,6082213840.47866,2497807097.94557,,,6665984928.06687,2723777996.96486,6665984928.06687,2723777996.96486,9023543005.26425,3704697861.73723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8901501559.88911,4136279937.02151,6703167052.22446,2742936188.29463,8966077748.52983,3755875537.61399,9313939731.33894,3856683271.09803,29.06975,209228281.6494349,,229310019.1115118,229310019.1115118,310410065.62712955,,,,,,,,,,,,,,,,,,306211837.38728786,230589084.9499724,308433259.609382,320399718.99789095,85924615.72409704,,93698019.31440277,93698019.31440277,127441682.90877046,,,,,,,,,,,,,,,,,,142288115.20640907,94357061.49157217,129202196.01523885,132669984.12776272
Juvenile Male,Poultry indigenous,Village,Value of Herd Increase,2256678109.52626,814627532.390425,,,3262466712.72241,1058183361.9908,3262466712.72241,1058183361.9908,7960054735.92116,2250706795.95875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3958489213.69447,2164372983.19923,5283873600.27894,1902903421.45244,8902350271.99427,2430887951.48661,5722035483.64846,1601089201.16237,29.06975,77629773.54556747,,112228922.25500427,112228922.25500427,273826047.2113162,,,,,,,,,,,,,,,,,,136172110.65435615,181765360.9088121,306241033.10122275,196838138.7403903,28023203.928152975,,36401529.49340122,36401529.49340122,77424360.23559713,,,,,,,,,,,,,,,,,,74454475.2947387,65459916.973914124,83622595.7046968,55077501.56648646
Juvenile Male,Poultry indigenous,Village,Value of Herd Increase plus Offtake,8338891950.00492,2668295395.85118,,,9928451640.78928,2965198844.71426,9928451640.78928,2965198844.71426,16983597741.1854,4417418070.6187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12859990773.5836,5209850850.56233,11987040652.5034,3389823130.42894,17868428020.5241,4572180802.32123,15035975214.9874,4229335756.89809,29.06975,286858055.1950024,,341538941.36651605,341538941.36651605,584236112.8384454,,,,,,,,,,,,,,,,,,442383948.04164463,412354445.8587845,614674292.7106048,517237857.73828125,91789416.69093062,,102002901.45991142,102002901.45991142,151959272.80484694,,,,,,,,,,,,,,,,,,179218976.79073024,116609985.65274693,157283113.9697187,145489237.33083668
Juvenile Male,Poultry indigenous,Village,Value of Eggs sold,661406034.80324,77568885.1805847,,,740974802.212966,86656223.4655504,740974802.212966,86656223.4655504,1030828240.51633,122758931.778027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,827588440.374529,219615760.271619,742827008.829772,84959772.2753985,1025308275.04092,121061140.913219,1088922893.31305,123559173.618739,29.06975,22752381.248660203,,25489548.489855126,25489548.489855126,35460512.7500694,,,,,,,,,,,,,,,,,,28469059.43031946,25553264.43570282,35270625.823783144,37458970.005350925,2668371.2512348644,,2980975.875800459,2980975.875800459,4222909.786910001,,,,,,,,,,,,,,,,,,7554786.686215705,2922617.91984446,4164505.7461181814,4250438.122747495
Juvenile Male,Poultry indigenous,Village,Value of Eggs consumed,575855996.895211,68084683.3676789,,,644040978.567071,75255418.3053123,644040978.567071,75255418.3053123,894453489.657189,106559136.840756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,719531762.356609,189282342.351058,646879792.889378,75344956.7931691,891311304.668506,106787685.688951,948195045.887411,108117093.448609,29.06975,19809458.178870164,,22155022.955721017,22155022.955721017,30769218.505738407,,,,,,,,,,,,,,,,,,24751907.476211835,22252678.227001537,30661127.277272973,32617929.14928443,2342114.5131168617,,2588787.942975509,2588787.942975509,3665636.5067039104,,,,,,,,,,,,,,,,,,6511316.483666286,2591868.068805858,3673498.591799069,3719230.2461702973
Juvenile Male,Poultry indigenous,Village,Total Production Value,9576153981.70337,2686017642.61235,,,11313467421.5693,2988731223.42186,11313467421.5693,2988731223.42186,18908879471.3589,4453377677.22443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14407110976.3147,5418881358.46312,13376747454.2226,3412113868.87166,19785047600.2335,4610184148.78592,17073093154.1879,4257917522.53832,29.06975,329419894.62253267,,389183512.8120916,389183512.8120916,650465844.0942526,,,,,,,,,,,,,,,,,,495604914.94817466,460160388.5214906,680606045.8116599,587314756.892918,92399062.34530225,,102812415.77316146,102812415.77316146,153196284.0142908,,,,,,,,,,,,,,,,,,186409630.5769097,117376787.51525763,158590429.87249357,146472450.65878862
Juvenile Male,Poultry indigenous,Village,Feed Cost,388949453.494436,97167295.0429721,,,438068377.139428,108756919.018174,438068377.139428,108756919.018174,697337619.478597,174662094.081026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,473906838.54862,163191786.845887,441429521.451461,110841647.492704,691622997.470663,171796369.336522,577624966.451521,141620117.030672,29.06975,13379869.228130136,,15069561.215333054,15069561.215333054,23988428.50312084,,,,,,,,,,,,,,,,,,16302405.027515544,15185184.64904105,23791845.38809804,19870310.768118784,3342556.955012413,,3741240.258969341,3741240.258969341,6008379.641415078,,,,,,,,,,,,,,,,,,5613800.835779015,3812954.961521995,5909798.651055547,4871734.948896087
Juvenile Male,Poultry indigenous,Village,Labour Cost,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.06975,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
Juvenile Male,Poultry indigenous,Village,Health Cost,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.06975,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
Juvenile Male,Poultry indigenous,Village,Capital Cost,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.06975,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
Juvenile Male,Poultry indigenous,Village,Infrastructure Cost,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.06975,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
Juvenile Male,Poultry indigenous,Village,Total Expenditure,388949453.494436,97167295.0429721,,,438068377.139428,108756919.018174,438068377.139428,108756919.018174,697337619.478597,174662094.081026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,473906838.54862,163191786.845887,441429521.451461,110841647.492704,691622997.470663,171796369.336522,577624966.451521,141620117.030672,29.06975,13379869.228130136,,15069561.215333054,15069561.215333054,23988428.50312084,,,,,,,,,,,,,,,,,,16302405.027515544,15185184.64904105,23791845.38809804,19870310.768118784,3342556.955012413,,3741240.258969341,3741240.258969341,6008379.641415078,,,,,,,,,,,,,,,,,,5613800.835779015,3812954.961521995,5909798.651055547,4871734.948896087
Juvenile Male,Poultry indigenous,Village,Gross Margin,9187204528.20894,2680452098.18009,,,10875399044.4299,2982918262.26864,10875399044.4299,2982918262.26864,18211541851.8803,4445240410.44102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13933204137.7661,5340505925.95246,12935317932.7711,3405418303.69068,19093424602.7629,4600342465.21461,16495468187.7363,4250248498.89755,29.06975,316040025.3944028,,374113951.5967595,374113951.5967595,626477415.5911317,,,,,,,,,,,,,,,,,,479302509.9206598,444975203.87244815,656814200.4235641,567444446.1247964,92207607.50195959,,102612449.7895111,102612449.7895111,152916361.86898822,,,,,,,,,,,,,,,,,,183713514.0808731,117146459.93483534,158251875.75450805,146208636.0872574
Juvenile Combined,Sheep,Crop livestock mixed,Num Offtake,3860778.8583571,29679.1845782411,,,3931622.27223488,28837.0094263683,3931622.27223488,28837.0094263683,3959728.07292018,29357.1358753514,3921196.05818791,28268.7709378377,3875238.8586218,29660.4099526723,3884296.45921251,29114.2430776093,3991066.37293849,28000.768125425,3894380.21806528,29111.7056194642,3907126.7315378,29051.9176726619,4054932.78960043,27496.8563147619,3911621.0942537,28904.274064615,3932861.56130762,28783.6375707518,3858283.80073257,29106.0376308214,3859311.18467568,29236.3836697083,3858787.18890347,29538.6592411332,3859639.90348836,29971.3764527009,3923582.62817915,42853.9928093346,3986103.60622207,61298.6769989198,4049884.23812858,80814.8585992338,4254453.67820001,138259.147582678,,,,,,,,,29.06975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juvenile Combined,Sheep,Crop livestock mixed,Cml Pop Growth,2021761.46106071,376476.643216836,,,2619493.35408918,378818.350257144,2619493.35408918,378818.350257144,3904692.27479155,396101.323055934,2885905.27617025,370070.771472864,2127802.57427723,376611.228955903,2421416.65745172,375644.186027573,3864232.18907851,380097.651224394,2282827.38824148,377006.651714787,2878529.12353763,381006.092209718,4806243.40087164,383749.302887789,2422029.24810871,377627.578221733,3388958.84398628,384025.868018761,1988044.53983815,367115.012875843,2027164.10212552,370997.227335989,2012578.40409236,365318.33915366,2013269.15180948,377788.148898912,3153539.82091965,568584.219203478,4270733.239238,833285.164285152,5408479.469769,1091359.93410146,9062519.20950105,1898193.83695861,,,,,,,,,29.06975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juvenile Combined,Sheep,Crop livestock mixed,Total Number Increase,5882540.31941781,395230.671782949,,,6551115.62632406,397756.984717766,6551115.62632406,397756.984717766,7864420.34771173,415761.046174482,6807101.33435816,388565.880207224,6003041.43289903,395718.291733619,6305713.11666423,394347.160989564,7855298.562017,399520.490044591,6177207.60630676,395680.187123359,6785655.85507543,399943.275149004,8861176.19047206,403339.986857136,6333650.3423624,396289.057729182,7321820.4052939,403276.889137718,5846328.34057071,385197.705057144,5886475.28680119,389177.703769333,5871365.59299583,383850.787285233,5872909.05529785,396564.507464053,7077122.4490988,596431.352535089,8256836.84546007,874792.731615696,9458363.70789758,1146609.44682857,13316972.8877011,1994837.006404,,,,,,,,,29.06975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juvenile Combined,Sheep,Crop livestock mixed,Total Mortality,3756133.28516592,162738.223314325,,,3110541.81066407,146842.476607067,3110541.81066407,146842.476607067,1783357.47847733,107167.611562153,2872707.58922547,128400.495561068,3619677.11102885,158852.706376559,3312138.3105339,144008.360067037,1953944.56403247,89302.4646489343,3441652.55575128,154803.700435179,2839901.19408068,126778.189535487,1008487.06000329,47189.0828786005,3282698.69461406,151487.542857809,2345667.17055079,112085.092570889,3769234.42863031,162754.708136516,3745969.66301196,162383.92670634,3757628.46720108,162735.275625383,3763817.8539982,162429.270645454,3905200.70590119,182775.735905109,4130666.18868706,227769.893600976,4303402.71631931,265267.848632517,4952036.57261726,403880.413585884,,,,,,,,,29.06975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juvenile Combined,Sheep,Crop livestock mixed,Population Liveweight (kg),655504043.361633,65864036.8400682,,,670936369.575169,66364164.0895242,670936369.575169,66364164.0895242,689244332.082689,68019388.959161,675240172.039363,67164280.5879898,659582962.507555,67492633.6303856,664314039.443834,66510311.3822913,697055485.496096,68797717.1370376,662931956.240832,66943579.3666776,670764241.314419,67288589.707954,718128661.222511,71644525.9921991,667657166.707045,66568408.9828599,682397377.429269,66732490.3258998,669912615.450407,66802426.0895136,686298973.190479,66429214.5769626,698810016.847135,66660579.5677798,700239575.863916,58810964.9119573,678407867.623982,68234053.7781072,697247928.083558,69382009.2294015,716625882.18566,72210554.6212963,784585317.62421,80629011.4746192,,,,,,,,,29.06975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juvenile Combined,Sheep,Crop livestock mixed,Offtake Liveweight (kg),110706113.042949,17051648.1949513,,,112714553.27032,17266443.4642487,112714553.27032,17266443.4642487,113352782.958389,17398340.2442768,112538357.19126,17322802.0291804,111565620.05004,16925914.1632837,111224777.73381,17096262.866398,114117924.176878,17573416.4645286,112180323.940044,17156688.2796579,112450784.453274,17068837.9796457,116642652.610994,17713914.9400255,112450201.560617,16826507.0949568,112807662.423437,17184066.094192,113643131.408272,17198692.6789045,115978687.772765,17056608.9201152,118489902.580063,17251676.7218989,118699609.831478,12095372.5303652,112559876.435872,17231456.3787079,114250785.790131,17412743.9768555,115888657.540376,17696669.6767967,120766741.492615,18473810.801273,,,,,,,,,29.06975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juvenile Combined,Sheep,Crop livestock mixed,Meat (kg),297509530.316392,14996858.36816,,,301367403.399837,14990417.3846921,301367403.399837,14990417.3846921,300927054.263943,15305955.6061263,301364175.813445,15322625.2901661,299004043.248524,15065841.1010684,298718064.694889,15192916.5783059,303746130.67636,15365619.1338124,299932844.720709,15086016.0861568,299899014.528474,14923554.3027309,307595704.224469,15472913.3445417,301053262.698175,15010368.722097,301253772.97998,15110896.4385723,305198714.532763,15325437.6237469,311185604.358322,15181401.0645065,317883124.49469,15157598.1615905,319185183.014939,10693890.3500784,300901445.697494,15286010.293381,302809137.325538,15342913.0192087,305113764.707356,15791015.7382632,312405884.614884,16866935.5619721,,,,,,,,,29.06975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juvenile Combined,Sheep,Crop livestock mixed,Manure,2304566985.48833,14313021.9612334,,,2332142756.48498,14191015.7831807,2332142756.48498,14191015.7831807,2360892758.49428,14621704.9695307,2339579256.07365,13665717.4371337,2309868728.64337,14513426.1015696,2316791087.34762,14343744.8381619,2377715870.86728,13555283.3699587,2316872130.79671,14201010.5858243,2330513027.69691,14362451.6784208,2414513957.7124,13451018.3381489,2323484997.48463,14184314.0203896,2345699928.80037,14252933.4750392,2303617702.06452,13996072.7498928,2304679372.90323,14004339.7169979,2304852884.06461,14061166.1444876,2304465191.7043,14410568.5362963,2339954531.70969,20610986.119517,2374874943.80898,29926677.6577826,2409589179.92681,39127863.7476507,2522591771.20949,67414369.6565754,,,,,,,,,29.06975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juvenile Combined,Sheep,Crop livestock mixed,Hides,871171.411726325,51546.0294827915,,,539116.907131388,40853.0445113463,539116.907131388,40853.0445113463,891678.739238663,53583.8057810764,664970.591379459,39667.0952499834,797587.480474376,49332.7553245607,877816.94842239,52098.3779055869,449864.941091903,26585.0161904149,714905.800987525,44716.4909381729,883433.994624106,52208.6494739335,227553.150083859,13991.7922362764,626899.598780009,43285.118752066,897268.088265343,52476.7868679072,867912.169023684,51223.6197793106,870867.933472774,51316.8615476986,858483.710362877,50326.2177746848,872709.227689548,52030.3663210203,878251.399334654,50844.5879510492,899943.207165237,54635.8163827561,918389.248036637,58520.6571495025,964496.307965548,65734.4415469097,,,,,,,,,29.06975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juvenile Combined,Sheep,Crop livestock mixed,Milk,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,29.06975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juvenile Combined,Sheep,Crop livestock mixed,Wool,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,29.06975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
