???Species,InspectionType,Condition,YearMonth,Country,NumberOfConditions,Throughput,NumberOfThroughputPlants,PercentageOfThroughput
Poultry,Conditions,Bruising/Fractures,2020-08,England,259,751601,14,0.034
Poultry,Conditions,Bruising/Fractures,2020-08,England,42,751601,14,0.006
Poultry,Conditions,Bruising/Fractures,2020-09,England,17,709904,12,0.002
Poultry,Conditions,Bruising/Fractures,2020-09,England,342,709904,12,0.048
Poultry,Conditions,Bruising/Fractures,2020-07,Wales,16,7610,2,0.21
Poultry,Conditions,Bruising/Fractures,2020-07,Wales,2,7610,2,0.026
Poultry,Conditions,Bruising/Fractures,2020-09,Wales,8,9000,1,0.089
Poultry,Conditions,Cellulitis,2020-07,England,196,369366,11,0.053
Poultry,Conditions,Cellulitis,2020-08,England,11,751601,14,0.001
Poultry,Conditions,Cellulitis,2020-08,England,453,751601,14,0.06
Poultry,Conditions,Cellulitis,2020-09,England,439,709904,12,0.062
Poultry,Conditions,Cellulitis,2020-07,Wales,22,7610,2,0.289
Poultry,Conditions,Cellulitis,2020-09,Wales,29,9000,1,0.322
Poultry,Conditions,Contamination,2020-07,England,177,369366,11,0.048
Poultry,Conditions,Contamination,2020-08,England,306,751601,14,0.041
Poultry,Conditions,Contamination,2020-08,England,9,751601,14,0.001
Poultry,Conditions,Contamination,2020-09,England,361,709904,12,0.051
Poultry,Conditions,Contamination,2020-09,England,14,709904,12,0.002
Poultry,Conditions,Contamination,2020-07,Wales,17,7610,2,0.223
Poultry,Conditions,Contamination,2020-09,Wales,1,9000,1,0.011
Poultry,Conditions,Dead on Arrival/Death in the Lairage (DOA),2020-07,England,259,369366,11,0.07
Poultry,Conditions,Dead on Arrival/Death in the Lairage (DOA),2020-08,England,561,751601,14,0.075
Poultry,Conditions,Dead on Arrival/Death in the Lairage (DOA),2020-09,England,687,709904,12,0.097
Poultry,Conditions,Dead on Arrival/Death in the Lairage (DOA),2020-07,Wales,17,7610,2,0.223
Poultry,Conditions,Death other than slaughter (uncut/badly bled),2020-08,England,1,751601,14,0
Poultry,Conditions,Dermatitis,2020-07,England,426,369366,11,0.115
Poultry,Conditions,Dermatitis,2020-08,England,668,751601,14,0.089
Poultry,Conditions,Dermatitis,2020-09,England,9,709904,12,0.001
Poultry,Conditions,Dermatitis,2020-09,England,928,709904,12,0.131
Poultry,Conditions,Emaciation,2020-07,England,202,369366,11,0.055
Poultry,Conditions,Emaciation,2020-08,England,482,751601,14,0.064
Poultry,Conditions,Emaciation,2020-09,England,599,709904,12,0.084
Poultry,Conditions,Emaciation,2020-07,Wales,2,7610,2,0.026
Poultry,Conditions,Emaciation,2020-09,Wales,2,9000,1,0.022
Poultry,Conditions,Hepatitis,2020-07,England,50,369366,11,0.014
Poultry,Conditions,Hepatitis,2020-07,England,127,369366,11,0.034
Poultry,Conditions,Hepatitis,2020-08,England,40,751601,14,0.005
Poultry,Conditions,Hepatitis,2020-08,England,31,751601,14,0.004
Poultry,Conditions,Hepatitis,2020-09,England,110,709904,12,0.015
Poultry,Conditions,Hepatitis,2020-09,England,21,709904,12,0.003
Poultry,Conditions,Hepatitis,2020-07,Wales,27,7610,2,0.355
Poultry,Conditions,Joint Lesions,2020-07,England,15,369366,11,0.004
Poultry,Conditions,Joint Lesions,2020-08,England,42,751601,14,0.006
Poultry,Conditions,Joint Lesions,2020-09,England,12,709904,12,0.002
Poultry,Conditions,Joint Lesions,2020-07,Wales,3,7610,2,0.039
Poultry,Conditions,Machine Damage,2020-07,England,108,369366,11,0.029
Poultry,Conditions,Machine Damage,2020-07,England,29,369366,11,0.008
Poultry,Conditions,Machine Damage,2020-08,England,179,751601,14,0.024
Poultry,Conditions,Machine Damage,2020-08,England,64,751601,14,0.009
Poultry,Conditions,Machine Damage,2020-09,England,157,709904,12,0.022
Poultry,Conditions,Machine Damage,2020-09,England,63,709904,12,0.009
Poultry,Conditions,Machine Damage,2020-07,Wales,6,7610,2,0.079
Poultry,Conditions,Machine Damage,2020-09,Wales,1,9000,1,0.011
Poultry,Conditions,"Other Factory (poor plucking, product requirement)",2020-07,England,11,369366,11,0.003
Poultry,Conditions,"Other Factory (poor plucking, product requirement)",2020-07,England,39,369366,11,0.011
Poultry,Conditions,"Other Factory (poor plucking, product requirement)",2020-08,England,14833,751601,14,1.974
Poultry,Conditions,"Other Factory (poor plucking, product requirement)",2020-09,England,763,709904,12,0.107
Poultry,Conditions,"Other Factory (poor plucking, product requirement)",2020-07,Wales,11,7610,2,0.145
Poultry,Conditions,"Other Farm (Jaundice, Oregon, White Muscle,Congen)",2020-07,England,103,369366,11,0.028
Poultry,Conditions,"Other Farm (Jaundice, Oregon, White Muscle,Congen)",2020-08,England,203,751601,14,0.027
Poultry,Conditions,"Other Farm (Jaundice, Oregon, White Muscle,Congen)",2020-09,England,290,709904,12,0.041
Poultry,Conditions,"Other Farm (Jaundice, Oregon, White Muscle,Congen)",2020-07,Wales,4,7610,2,0.053
Poultry,Conditions,"Other Farm (Jaundice, Oregon, White Muscle,Congen)",2020-09,Wales,5,9000,1,0.056
Poultry,Conditions,Overscald,2020-07,England,240,369366,11,0.065
Poultry,Conditions,Overscald,2020-08,England,15,751601,14,0.002
Poultry,Conditions,Overscald,2020-09,England,521,709904,12,0.073
Poultry,Conditions,Pericarditis,2020-07,England,60,369366,11,0.016
Poultry,Conditions,Pericarditis,2020-07,England,35,369366,11,0.009
Poultry,Conditions,Pericarditis,2020-08,England,28,751601,14,0.004
Poultry,Conditions,Pericarditis,2020-08,England,74,751601,14,0.01
Poultry,Conditions,Pericarditis,2020-09,England,10,709904,12,0.001
Poultry,Conditions,Pericarditis,2020-09,England,38,709904,12,0.005
Poultry,Conditions,Pericarditis,2020-07,Wales,7,7610,2,0.092
Poultry,Conditions,Pericarditis,2020-07,Wales,62,7610,2,0.815
Poultry,Conditions,Perihepatitis/Peritonitis,2020-07,England,547,369366,11,0.148
Poultry,Conditions,Perihepatitis/Peritonitis,2020-08,England,10,751601,14,0.001
Poultry,Conditions,Perihepatitis/Peritonitis,2020-08,England,1278,751601,14,0.17
Poultry,Conditions,Perihepatitis/Peritonitis,2020-09,England,1247,709904,12,0.176
Poultry,Conditions,Perihepatitis/Peritonitis,2020-09,Wales,1,9000,1,0.011
Poultry,Conditions,Respiratory Disease (air sacculitis),2020-07,England,3,369366,11,0.001
Poultry,Conditions,Respiratory Disease (air sacculitis),2020-08,England,16,751601,14,0.002
Poultry,Conditions,Respiratory Disease (air sacculitis),2020-09,England,1,709904,12,0
Poultry,Conditions,Salpingitis,2020-07,England,619,369366,11,0.168
Poultry,Conditions,Salpingitis,2020-07,England,46,369366,11,0.012
Poultry,Conditions,Salpingitis,2020-08,England,1161,751601,14,0.154
Poultry,Conditions,Salpingitis,2020-08,England,121,751601,14,0.016
Poultry,Conditions,Salpingitis,2020-09,England,1019,709904,12,0.144
Poultry,Conditions,Salpingitis,2020-07,Wales,7,7610,2,0.092
Poultry,Conditions,Tumours/Nodules,2020-07,England,404,369366,11,0.109
Poultry,Conditions,Tumours/Nodules,2020-07,England,2146,369366,11,0.581
Poultry,Conditions,Tumours/Nodules,2020-08,England,4166,751601,14,0.554
Poultry,Conditions,Tumours/Nodules,2020-08,England,871,751601,14,0.116
Poultry,Conditions,Tumours/Nodules,2020-09,England,4985,709904,12,0.702
Poultry,Conditions,Tumours/Nodules,2020-09,England,691,709904,12,0.097
Poultry,Conditions,Tumours/Nodules,2020-07,Wales,3,7610,2,0.039
Quail,Conditions,Abnormal Colour/Fevered,2020-07,England,13,2000,1,0.65
Quail,Conditions,Abnormal Colour/Fevered,2020-08,England,7,3500,1,0.2
Quail,Conditions,Abnormal Colour/Fevered,2020-09,England,19,4050,1,0.469
Quail,Conditions,Bruising/Fractures,2020-07,England,3,2000,1,0.15
Quail,Conditions,Bruising/Fractures,2020-08,England,1,3500,1,0.029
Quail,Conditions,Bruising/Fractures,2020-08,England,7,3500,1,0.2
Quail,Conditions,Bruising/Fractures,2020-09,England,2,4050,1,0.049
Quail,Conditions,Bruising/Fractures,2020-09,England,2,4050,1,0.049
Quail,Conditions,Cellulitis,2020-08,England,2,3500,1,0.057
Quail,Conditions,Dermatitis,2020-08,England,1,3500,1,0.029
Quail,Conditions,Emaciation,2020-07,England,3,2000,1,0.15
Quail,Conditions,Emaciation,2020-08,England,5,3500,1,0.143
Quail,Conditions,Emaciation,2020-09,England,7,4050,1,0.173
Quail,Conditions,Joint Lesions,2020-07,England,8,2000,1,0.4
Quail,Conditions,Joint Lesions,2020-08,England,22,3500,1,0.629
Quail,Conditions,Joint Lesions,2020-09,England,14,4050,1,0.346
Quail,Conditions,Tumours/Nodules,2020-08,England,1,3500,1,0.029
Turkeys,Conditions,Abnormal Colour/Fevered,2020-07,England,593,1282872,10,0.046
Turkeys,Conditions,Abnormal Colour/Fevered,2020-08,England,723,826501,8,0.087
Turkeys,Conditions,Abnormal Colour/Fevered,2020-09,England,369,665177,8,0.055
Turkeys,Conditions,Abnormal Colour/Fevered,2020-07,Wales,9,10524,1,0.086
Turkeys,Conditions,Abnormal Colour/Fevered,2020-08,Wales,4,18717,1,0.021
Turkeys,Conditions,Abnormal Colour/Fevered,2020-09,Wales,6,5838,1,0.103
Turkeys,Conditions,Ascites/Oedema,2020-07,England,139,1282872,10,0.011
Turkeys,Conditions,Ascites/Oedema,2020-08,England,43,826501,8,0.005
Turkeys,Conditions,Ascites/Oedema,2020-09,England,376,665177,8,0.057
Turkeys,Conditions,Ascites/Oedema,2020-07,Wales,11,10524,1,0.105
Turkeys,Conditions,Ascites/Oedema,2020-08,Wales,17,18717,1,0.091
Turkeys,Conditions,Ascites/Oedema,2020-09,Wales,6,5838,1,0.103
Turkeys,Conditions,Bruising/Fractures,2020-07,England,135,1282872,10,0.011
Turkeys,Conditions,Bruising/Fractures,2020-07,England,9074,1282872,10,0.707
Turkeys,Conditions,Bruising/Fractures,2020-08,England,336,826501,8,0.041
Turkeys,Conditions,Bruising/Fractures,2020-08,England,7493,826501,8,0.907
Turkeys,Conditions,Bruising/Fractures,2020-09,England,29,665177,8,0.004
Turkeys,Conditions,Bruising/Fractures,2020-09,England,5700,665177,8,0.857
Turkeys,Conditions,Bruising/Fractures,2020-07,Wales,10,10524,1,0.095
Turkeys,Conditions,Bruising/Fractures,2020-08,Wales,37,18717,1,0.198
Turkeys,Conditions,Bruising/Fractures,2020-09,Wales,40,5838,1,0.685
Turkeys,Conditions,Cellulitis,2020-07,England,7,1282872,10,0.001
Turkeys,Conditions,Cellulitis,2020-07,England,472,1282872,10,0.037
Turkeys,Conditions,Cellulitis,2020-08,England,513,826501,8,0.062
Turkeys,Conditions,Cellulitis,2020-09,England,212,665177,8,0.032
Turkeys,Conditions,Cellulitis,2020-07,Wales,5,10524,1,0.048
Turkeys,Conditions,Cellulitis,2020-08,Wales,2,18717,1,0.011
Turkeys,Conditions,Cellulitis,2020-09,Wales,14,5838,1,0.24
Turkeys,Conditions,Contamination,2020-07,England,41,1282872,10,0.003
Turkeys,Conditions,Contamination,2020-07,England,23,1282872,10,0.002
Turkeys,Conditions,Contamination,2020-08,England,74,826501,8,0.009
Turkeys,Conditions,Contamination,2020-08,England,4,826501,8,0
Turkeys,Conditions,Contamination,2020-09,England,29,665177,8,0.004
Turkeys,Conditions,Contamination,2020-07,Wales,139,10524,1,1.321
Turkeys,Conditions,Contamination,2020-08,Wales,157,18717,1,0.839
Turkeys,Conditions,Contamination,2020-09,Wales,46,5838,1,0.788
Turkeys,Conditions,Contamination,2020-09,Wales,1,5838,1,0.017
Turkeys,Conditions,Dead on Arrival/Death in the Lairage (DOA),2020-07,England,396,1282872,10,0.031
Turkeys,Conditions,Dead on Arrival/Death in the Lairage (DOA),2020-08,England,438,826501,8,0.053
Turkeys,Conditions,Dead on Arrival/Death in the Lairage (DOA),2020-09,England,349,665177,8,0.052
Turkeys,Conditions,Death other than slaughter (uncut/badly bled),2020-07,England,30,1282872,10,0.002
Turkeys,Conditions,Death other than slaughter (uncut/badly bled),2020-08,England,34,826501,8,0.004
Turkeys,Conditions,Death other than slaughter (uncut/badly bled),2020-09,England,12,665177,8,0.002
Turkeys,Conditions,Dermatitis,2020-07,England,281,1282872,10,0.022
Turkeys,Conditions,Dermatitis,2020-07,England,23,1282872,10,0.002
Turkeys,Conditions,Dermatitis,2020-08,England,546,826501,8,0.066
Turkeys,Conditions,Dermatitis,2020-08,England,4,826501,8,0
Turkeys,Conditions,Dermatitis,2020-09,England,146,665177,8,0.022
Turkeys,Conditions,Dermatitis,2020-09,Wales,4,5838,1,0.069
Turkeys,Conditions,Emaciation,2020-07,England,241,1282872,10,0.019
Turkeys,Conditions,Emaciation,2020-08,England,253,826501,8,0.031
Turkeys,Conditions,Emaciation,2020-09,England,113,665177,8,0.017
Turkeys,Conditions,Emaciation,2020-07,Wales,2,10524,1,0.019
Turkeys,Conditions,Emaciation,2020-08,Wales,4,18717,1,0.021
Turkeys,Conditions,Emaciation,2020-09,Wales,6,5838,1,0.103
Turkeys,Conditions,Hepatitis,2020-07,England,82,1282872,10,0.006
Turkeys,Conditions,Hepatitis,2020-07,England,1084,1282872,10,0.084
Turkeys,Conditions,Hepatitis,2020-08,England,101,826501,8,0.012
Turkeys,Conditions,Hepatitis,2020-08,England,936,826501,8,0.113
Turkeys,Conditions,Hepatitis,2020-09,England,589,665177,8,0.089
Turkeys,Conditions,Hepatitis,2020-09,England,64,665177,8,0.01
Turkeys,Conditions,Hepatitis,2020-07,Wales,225,10524,1,2.138
Turkeys,Conditions,Hepatitis,2020-08,Wales,290,18717,1,1.549
Turkeys,Conditions,Hepatitis,2020-09,Wales,84,5838,1,1.439
Turkeys,Conditions,Joint Lesions,2020-07,England,20,1282872,10,0.002
Turkeys,Conditions,Joint Lesions,2020-07,England,46,1282872,10,0.004
Turkeys,Conditions,Joint Lesions,2020-08,England,27,826501,8,0.003
Turkeys,Conditions,Joint Lesions,2020-08,England,2,826501,8,0
Turkeys,Conditions,Joint Lesions,2020-09,England,24,665177,8,0.004
Turkeys,Conditions,Joint Lesions,2020-07,Wales,1,10524,1,0.01
Turkeys,Conditions,Joint Lesions,2020-09,Wales,10,5838,1,0.171
Turkeys,Conditions,Machine Damage,2020-07,England,28,1282872,10,0.002
Turkeys,Conditions,Machine Damage,2020-08,England,235,826501,8,0.028
Turkeys,Conditions,Machine Damage,2020-08,England,63,826501,8,0.008
Turkeys,Conditions,Machine Damage,2020-09,England,11,665177,8,0.002
Turkeys,Conditions,Machine Damage,2020-09,England,76,665177,8,0.011
Turkeys,Conditions,Machine Damage,2020-07,Wales,2,10524,1,0.019
Turkeys,Conditions,Machine Damage,2020-07,Wales,6,10524,1,0.057
Turkeys,Conditions,Machine Damage,2020-08,Wales,1,18717,1,0.005
Turkeys,Conditions,Machine Damage,2020-09,Wales,11,5838,1,0.188
Turkeys,Conditions,"Other Factory (poor plucking, product requirement)",2020-07,England,11,1282872,10,0.001
Turkeys,Conditions,"Other Factory (poor plucking, product requirement)",2020-07,England,29,1282872,10,0.002
Turkeys,Conditions,"Other Factory (poor plucking, product requirement)",2020-08,England,20,826501,8,0.002
Turkeys,Conditions,"Other Factory (poor plucking, product requirement)",2020-09,England,10,665177,8,0.002
Turkeys,Conditions,"Other Farm (Jaundice, Oregon, White Muscle,Congen)",2020-07,England,319,1282872,10,0.025
Turkeys,Conditions,"Other Farm (Jaundice, Oregon, White Muscle,Congen)",2020-08,England,11,826501,8,0.001
Turkeys,Conditions,"Other Farm (Jaundice, Oregon, White Muscle,Congen)",2020-09,England,21,665177,8,0.003
Turkeys,Conditions,Overscald,2020-07,England,130,1282872,10,0.01
Turkeys,Conditions,Overscald,2020-08,England,1003,826501,8,0.121
Turkeys,Conditions,Overscald,2020-09,England,10,665177,8,0.002
Turkeys,Conditions,Overscald,2020-09,England,112,665177,8,0.017
Turkeys,Conditions,Pericarditis,2020-07,England,187,1282872,10,0.015
Turkeys,Conditions,Pericarditis,2020-07,England,2090,1282872,10,0.163
Turkeys,Conditions,Pericarditis,2020-08,England,2249,826501,8,0.272
Turkeys,Conditions,Pericarditis,2020-08,England,109,826501,8,0.013
Turkeys,Conditions,Pericarditis,2020-09,England,129,665177,8,0.019
Turkeys,Conditions,Pericarditis,2020-09,England,1236,665177,8,0.186
Turkeys,Conditions,Pericarditis,2020-07,Wales,369,10524,1,3.506
Turkeys,Conditions,Pericarditis,2020-08,Wales,275,18717,1,1.469
Turkeys,Conditions,Pericarditis,2020-09,Wales,255,5838,1,4.368
Turkeys,Conditions,Perihepatitis/Peritonitis,2020-07,England,650,1282872,10,0.051
Turkeys,Conditions,Perihepatitis/Peritonitis,2020-07,England,3,1282872,10,0
Turkeys,Conditions,Perihepatitis/Peritonitis,2020-08,England,556,826501,8,0.067
Turkeys,Conditions,Perihepatitis/Peritonitis,2020-09,England,308,665177,8,0.046
Turkeys,Conditions,Perihepatitis/Peritonitis,2020-08,Wales,17,18717,1,0.091
Turkeys,Conditions,Perihepatitis/Peritonitis,2020-09,Wales,1,5838,1,0.017
Turkeys,Conditions,Respiratory Disease (air sacculitis),2020-07,England,160,1282872,10,0.012
Turkeys,Conditions,Respiratory Disease (air sacculitis),2020-08,England,277,826501,8,0.034
Turkeys,Conditions,Respiratory Disease (air sacculitis),2020-09,England,106,665177,8,0.016
Turkeys,Conditions,Respiratory Disease (air sacculitis),2020-09,Wales,1,5838,1,0.017
Turkeys,Conditions,Salpingitis,2020-07,England,46,1282872,10,0.004
Turkeys,Conditions,Salpingitis,2020-08,England,90,826501,8,0.011
Turkeys,Conditions,Salpingitis,2020-09,England,67,665177,8,0.01
Turkeys,Conditions,Salpingitis,2020-07,Wales,24,10524,1,0.228
Turkeys,Conditions,Salpingitis,2020-08,Wales,44,18717,1,0.235
Turkeys,Conditions,Salpingitis,2020-09,Wales,15,5838,1,0.257
Turkeys,Conditions,Tumours/Nodules,2020-07,England,21,1282872,10,0.002
Turkeys,Conditions,Tumours/Nodules,2020-08,Wales,1,18717,1,0.005
Turkeys,Conditions,Tumours/Nodules,2020-09,Wales,1,5838,1,0.017
