region,species,production_system,agesex_scenario,year,ahle_total_mean,ahle_dueto_mortality_mean,ahle_dueto_healthcost_mean,ahle_dueto_productionloss_mean,ahle_when_mort_imp25_mean,ahle_when_mort_imp50_mean,ahle_when_mort_imp75_mean,ahle_when_mort_imp100_mean,ahle_when_repro_imp25_mean,ahle_when_repro_imp50_mean,ahle_when_repro_imp75_mean,ahle_when_repro_imp100_mean,ahle_when_all_growth_imp25_mean,ahle_when_all_growth_imp50_mean,ahle_when_all_growth_imp75_mean,ahle_when_all_growth_imp100_mean,ahle_total_stdev,ahle_dueto_mortality_stdev,ahle_dueto_healthcost_stdev,ahle_dueto_productionloss_stdev,ahle_total_mean_usd,ahle_dueto_mortality_mean_usd,ahle_dueto_healthcost_mean_usd,ahle_dueto_productionloss_mean_usd,ahle_when_mort_imp25_mean_usd,ahle_when_mort_imp50_mean_usd,ahle_when_mort_imp75_mean_usd,ahle_when_mort_imp100_mean_usd,ahle_when_repro_imp25_mean_usd,ahle_when_repro_imp50_mean_usd,ahle_when_repro_imp75_mean_usd,ahle_when_repro_imp100_mean_usd,ahle_when_all_growth_imp25_mean_usd,ahle_when_all_growth_imp50_mean_usd,ahle_when_all_growth_imp75_mean_usd,ahle_when_all_growth_imp100_mean_usd,ahle_total_stdev_usd,ahle_dueto_mortality_stdev_usd,ahle_dueto_healthcost_stdev_usd,ahle_dueto_productionloss_stdev_usd
Benishangul Gumz,Cattle,Crop livestock mixed,Adult Male,2021,3456866174.6026,-889775142.4477997,845548.8860085,4345795768.1643915,,,,-889775142.4477997,,,,,,,,,19766354075.95208,20441240803.451473,102456.212525003,28435067769.41272,98973567.84077036,-25475160.441873986,24208.918079297848,124424519.36456506,,,,-25475160.441873986,,,,,,,,,565930668.787267,585253357.0069449,2933.4247809629233,814124691.7828417
Benishangul Gumz,Cattle,Crop livestock mixed,Juvenile Combined,2021,,2316775181.4669037,9359256.68031039,,,,,2316775181.4669037,,,,,,,,,,18930743841.84084,1194734.3479842104,,,66331611.932037786,267964.9657234339,,,,,66331611.932037786,,,,,,,,,,542006304.3435788,34206.45031348586,
Benishangul Gumz,Cattle,Crop livestock mixed,Juvenile Female,2021,4477624871.846603,,4864737.17434883,,,,,,,,,,,,,,20531209974.20478,,851834.049740466,,128198919.66751555,,139282.33562824636,,,,,,,,,,,,,,587829265.1779213,,24388.86866100864,
Benishangul Gumz,Cattle,Crop livestock mixed,Juvenile Male,2021,1734389873.0894012,,4494519.50596156,,,,,,,,,,,,,,19728269847.17658,,837716.487814352,,49657332.71010781,,128682.63009518746,,,,,,,,,,,,,,564840278.8762926,,23984.668613200556,
Benishangul Gumz,Cattle,Crop livestock mixed,Neonatal Combined,2021,,2218674773.52861,27299885.396866098,,,,,2218674773.52861,,,,,,,,,,20021093288.82207,3777968.5889999764,,,63522898.23301699,781623.2746361955,,,,,63522898.23301699,,,,,,,,,,573224109.5782143,108167.05407656523,
Benishangul Gumz,Cattle,Crop livestock mixed,Neonatal Female,2021,3108469824.264206,,13720903.3540242,,,,,,,,,,,,,,19618104326.21315,,2678658.83240496,,88998628.66926543,,392843.31251332967,,,,,,,,,,,,,,561686128.813182,,76692.70613340671,
Benishangul Gumz,Cattle,Crop livestock mixed,Neonatal Male,2021,6784635810.991806,,13578982.0428419,,,,,,,,,,,,,,21659942087.766262,,2664175.9549717,,194250971.48613596,,388779.9621228659,,,,,,,,,,,,,,620146004.8991157,,76278.04673389,
Benishangul Gumz,Cattle,Crop livestock mixed,Overall,2021,-64048886415.74516,-449136769.26719666,42791755.38365555,-63642541401.86162,,,,-449136769.26719666,,,,,,,,,13421139894.273731,20108080903.601784,3965386.706324376,24175647445.554634,-1833784267.1978166,-12859239.049935617,1225171.1494086883,-1822150199.2972896,,,,-12859239.049935617,,,,,,,,,384260782.08800656,575714652.7921692,113533.02395005284,692173188.5736704
Benishangul Gumz,Cattle,Crop livestock mixed,Oxen,2021,451722268.55540466,372896363.7785034,1592544.08478401,77233360.69211723,,,,372896363.7785034,,,,,,,,,18521969265.36538,19615988161.86502,11930.9208151688,26978701544.62054,12933264.504286084,10676399.285908455,45596.144615840574,2211269.073761789,,,,10676399.285908455,,,,,,,,,530302675.6137143,561625540.8918992,341.59430566869366,772427456.7526062
Benishangul Gumz,Cattle,Overall,Adult Combined,2021,,,4540069.22169505,,,,,,,,,,,,,,,,153988.8375787644,,,,129986.76443321824,,,,,,,,,,,,,,,,4408.855851810718,
Benishangul Gumz,Cattle,Overall,Adult Female,2021,-65389982727.68285,1879254297.8552094,3694520.33568655,-67272931545.87375,,,,1879254297.8552094,,,,,,,,,13417415242.472656,20170308768.047173,114957.76012906,24225366614.367542,-1872181208.2728732,53804947.41316213,105777.84635392041,-1926091933.5323892,,,,53804947.41316213,,,,,,,,,384154141.54738474,577496299.3622682,3291.3567075718547,693596698.5618917
Benishangul Gumz,Cattle,Overall,Adult Male,2021,3456866174.6026,-889775142.4477997,845548.8860085,4345795768.1643915,,,,-889775142.4477997,,,,,,,,,19766354075.95208,20441240803.451473,102456.212525003,28435067769.41272,98973567.84077036,-25475160.441873986,24208.918079297848,124424519.36456506,,,,-25475160.441873986,,,,,,,,,565930668.787267,585253357.0069449,2933.4247809629233,814124691.7828417
Benishangul Gumz,Cattle,Overall,Juvenile Combined,2021,,2316775181.4669037,9359256.68031039,,,,,2316775181.4669037,,,,,,,,,,18930743841.84084,1194734.3479842104,,,66331611.932037786,267964.9657234339,,,,,66331611.932037786,,,,,,,,,,542006304.3435788,34206.45031348586,
Benishangul Gumz,Cattle,Overall,Juvenile Female,2021,4477624871.846603,,4864737.17434883,,,,,,,,,,,,,,20531209974.20478,,851834.049740466,,128198919.66751555,,139282.33562824636,,,,,,,,,,,,,,587829265.1779213,,24388.86866100864,
Benishangul Gumz,Cattle,Overall,Juvenile Male,2021,1734389873.0894012,,4494519.50596156,,,,,,,,,,,,,,19728269847.17658,,837716.487814352,,49657332.71010781,,128682.63009518746,,,,,,,,,,,,,,564840278.8762926,,23984.668613200556,
Benishangul Gumz,Cattle,Overall,Neonatal Combined,2021,,2218674773.52861,27299885.396866098,,,,,2218674773.52861,,,,,,,,,,20021093288.82207,3777968.5889999764,,,63522898.23301699,781623.2746361955,,,,,63522898.23301699,,,,,,,,,,573224109.5782143,108167.05407656523,
Benishangul Gumz,Cattle,Overall,Neonatal Female,2021,3108469824.264206,,13720903.3540242,,,,,,,,,,,,,,19618104326.21315,,2678658.83240496,,88998628.66926543,,392843.31251332967,,,,,,,,,,,,,,561686128.813182,,76692.70613340671,
Benishangul Gumz,Cattle,Overall,Neonatal Male,2021,6784635810.991806,,13578982.0428419,,,,,,,,,,,,,,21659942087.766262,,2664175.9549717,,194250971.48613596,,388779.9621228659,,,,,,,,,,,,,,620146004.8991157,,76278.04673389,
Benishangul Gumz,Cattle,Overall,Overall,2021,-64048886415.74516,-449136769.26719666,42791755.38365555,-63642541401.86162,,,,-449136769.26719666,,,,,,,,,13421139894.273731,20108080903.601784,3965386.706324376,24175647445.554634,-1833784267.1978166,-12859239.049935617,1225171.1494086883,-1822150199.2972896,,,,-12859239.049935617,,,,,,,,,384260782.08800656,575714652.7921692,113533.02395005284,692173188.5736704
Benishangul Gumz,Cattle,Overall,Oxen,2021,451722268.55540466,372896363.7785034,1592544.08478401,77233360.69211723,,,,372896363.7785034,,,,,,,,,18521969265.36538,19615988161.86502,11930.9208151688,26978701544.62054,12933264.504286084,10676399.285908455,45596.144615840574,2211269.073761789,,,,10676399.285908455,,,,,,,,,530302675.6137143,561625540.8918992,341.59430566869366,772427456.7526062
Gambela,Cattle,Overall,Adult Combined,2021,,,2043682.958738256,,,,,,,,,,,,,,,,69165.76910457351,,,,58512.70594383366,,,,,,,,,,,,,,,,1980.2857834140862,
Gambela,Cattle,Overall,Adult Female,2021,-29494582725.617672,3529327850.385597,1528268.77031736,-33025438844.773586,,,,3529327850.385597,,,,,,,,,6319598103.350951,9234262330.815989,52082.6570339378,11189679217.248219,-844459674.4230987,101048218.7591817,43755.877484995355,-945551649.0597653,,,,101048218.7591817,,,,,,,,,180936472.52060986,264386251.33168584,1491.1790416268032,320371810.53214777
Gambela,Cattle,Overall,Adult Male,2021,2603897215.6497955,1054079079.2770996,515414.188420896,1549302722.184275,,,,1054079079.2770996,,,,,,,,,9394519789.056107,8861616614.244312,45511.5419658836,12914536425.551205,74552205.58346756,30179347.99699385,14756.828458838303,44358100.75801486,,,,30179347.99699385,,,,,,,,,268974584.1203976,253717028.32830498,1303.041384532705,369756213.4274212
Gambela,Cattle,Overall,Juvenile Combined,2021,,1752976657.8789978,4155377.48250402,,,,,1752976657.8789978,,,,,,,,,,8952837436.878187,544627.6096029948,,,50189491.1196032,118972.65164333441,,,,,50189491.1196032,,,,,,,,,,256328772.55600354,15593.23819447403,
Gambela,Cattle,Overall,Juvenile Female,2021,2948375094.6977997,,2242566.31358665,,,,,,,,,,,,,,8908754686.197853,,390812.684019271,,84414954.9667357,,64206.93714031624,,,,,,,,,,,,,,255066638.9081572,,11189.361618623121,
Gambela,Cattle,Overall,Juvenile Male,2021,2043643469.5875015,,1912811.16891737,,,,,,,,,,,,,,8905420822.817797,,379321.340226892,,58511575.32958833,,54765.71450301817,,,,,,,,,,,,,,254971187.0344798,,10860.35284681338,
Gambela,Cattle,Overall,Neonatal Combined,2021,,3112936839.9846954,11604011.86967013,,,,,3112936839.9846954,,,,,,,,,,9216842945.057861,1702236.8229660331,,,89126523.83822103,332234.57258652226,,,,,89126523.83822103,,,,,,,,,,263887516.73480064,48736.75843070612,
Gambela,Cattle,Overall,Neonatal Female,2021,3191370792.5559998,,5888663.54437262,,,,,,,,,,,,,,8909790287.498323,,1211355.84267508,,91372167.06932706,,168598.3811240352,,,,,,,,,,,,,,255096289.218696,,34682.34048374706,
Gambela,Cattle,Overall,Neonatal Male,2021,3855445922.0942,,5715348.32529751,,,,,,,,,,,,,,8874696755.926783,,1195921.07761275,,110385308.3264581,,163636.1914624871,,,,,,,,,,,,,,254091525.9873952,,34240.427580601914,
Gambela,Cattle,Overall,Overall,2021,-30854221321.5358,4804886196.730095,17803072.310912408,-35676910590.57681,,,,4804886196.730095,,,,,,,,,6311613694.333791,9380639411.343464,1788578.580387005,11306319754.50745,-883387499.8045665,137568741.72715607,509719.9301736904,-1021465961.4618964,,,,137568741.72715607,,,,,,,,,180707870.83121434,268577174.89602816,51208.8100965703,323711346.8475036
Gambela,Cattle,Overall,Oxen,2021,2684366699.8268967,1850553940.7353973,0.0,833812759.0914993,,,,1850553940.7353973,,,,,,,,,9198591861.80969,8731101997.12209,0.0,12682516876.562822,76856128.13905497,52983227.21950187,0.0,23872900.9195531,,,,52983227.21950187,,,,,,,,,263364969.7992838,249980263.10237214,0.0,363113259.5459836
Gambela,Cattle,Pastoral,Adult Combined,2021,,,2043682.958738256,,,,,,,,,,,,,,,,69165.76910457351,,,,58512.70594383366,,,,,,,,,,,,,,,,1980.2857834140862,
Gambela,Cattle,Pastoral,Adult Female,2021,-29494582725.617672,3529327850.385597,1528268.77031736,-33025438844.773586,,,,3529327850.385597,,,,,,,,,6319598103.350951,9234262330.815989,52082.6570339378,11189679217.248219,-844459674.4230987,101048218.7591817,43755.877484995355,-945551649.0597653,,,,101048218.7591817,,,,,,,,,180936472.52060986,264386251.33168584,1491.1790416268032,320371810.53214777
Gambela,Cattle,Pastoral,Adult Male,2021,2603897215.6497955,1054079079.2770996,515414.188420896,1549302722.184275,,,,1054079079.2770996,,,,,,,,,9394519789.056107,8861616614.244312,45511.5419658836,12914536425.551205,74552205.58346756,30179347.99699385,14756.828458838303,44358100.75801486,,,,30179347.99699385,,,,,,,,,268974584.1203976,253717028.32830498,1303.041384532705,369756213.4274212
Gambela,Cattle,Pastoral,Juvenile Combined,2021,,1752976657.8789978,4155377.48250402,,,,,1752976657.8789978,,,,,,,,,,8952837436.878187,544627.6096029948,,,50189491.1196032,118972.65164333441,,,,,50189491.1196032,,,,,,,,,,256328772.55600354,15593.23819447403,
Gambela,Cattle,Pastoral,Juvenile Female,2021,2948375094.6977997,,2242566.31358665,,,,,,,,,,,,,,8908754686.197853,,390812.684019271,,84414954.9667357,,64206.93714031624,,,,,,,,,,,,,,255066638.9081572,,11189.361618623121,
Gambela,Cattle,Pastoral,Juvenile Male,2021,2043643469.5875015,,1912811.16891737,,,,,,,,,,,,,,8905420822.817797,,379321.340226892,,58511575.32958833,,54765.71450301817,,,,,,,,,,,,,,254971187.0344798,,10860.35284681338,
Gambela,Cattle,Pastoral,Neonatal Combined,2021,,3112936839.9846954,11604011.86967013,,,,,3112936839.9846954,,,,,,,,,,9216842945.057861,1702236.8229660331,,,89126523.83822103,332234.57258652226,,,,,89126523.83822103,,,,,,,,,,263887516.73480064,48736.75843070612,
Gambela,Cattle,Pastoral,Neonatal Female,2021,3191370792.5559998,,5888663.54437262,,,,,,,,,,,,,,8909790287.498323,,1211355.84267508,,91372167.06932706,,168598.3811240352,,,,,,,,,,,,,,255096289.218696,,34682.34048374706,
Gambela,Cattle,Pastoral,Neonatal Male,2021,3855445922.0942,,5715348.32529751,,,,,,,,,,,,,,8874696755.926783,,1195921.07761275,,110385308.3264581,,163636.1914624871,,,,,,,,,,,,,,254091525.9873952,,34240.427580601914,
Gambela,Cattle,Pastoral,Overall,2021,-30854221321.5358,4804886196.730095,17803072.310912408,-35676910590.57681,,,,4804886196.730095,,,,,,,,,6311613694.333791,9380639411.343464,1788578.580387005,11306319754.50745,-883387499.8045665,137568741.72715607,509719.9301736904,-1021465961.4618964,,,,137568741.72715607,,,,,,,,,180707870.83121434,268577174.89602816,51208.8100965703,323711346.8475036
Gambela,Cattle,Pastoral,Oxen,2021,2684366699.8268967,1850553940.7353973,0.0,833812759.0914993,,,,1850553940.7353973,,,,,,,,,9198591861.80969,8731101997.12209,0.0,12682516876.562822,76856128.13905497,52983227.21950187,0.0,23872900.9195531,,,,52983227.21950187,,,,,,,,,263364969.7992838,249980263.10237214,0.0,363113259.5459836
National,All Poultry,Overall,Adult Combined,2017,29774287879.504147,8457594808.356815,830341.1705750792,21315862729.976757,,,,8457594808.356815,,,,,,,,,8439571357.63542,3616195290.2001805,5725.479814664289,9181679207.940065,1247555416.2026908,354376845.3477122,34791.65073029696,893143779.2042483,,,,354376845.3477122,,,,,,,,,353621655.04199827,151520131.68521255,239.90005678895074,384716291.85752416
National,All Poultry,Overall,Adult Combined,2018,31263002273.479355,8880474548.774656,871858.2291038332,22381655866.475594,,,,8880474548.774656,,,,,,,,,8861549925.51719,3797005054.7101893,6011.753805397504,9640763168.337069,1139763084.6082404,323757679.3154839,31785.553282815585,815973619.7394736,,,,323757679.3154839,,,,,,,,,323067739.5972734,138428361.9203385,219.17201045523927,351475711.4687841
National,All Poultry,Overall,Adult Combined,2019,32826152387.15332,9324498276.213388,915451.1405590249,23500738659.799374,,,,9324498276.213388,,,,,,,,,9304627421.79305,3986855307.445699,6312.341495667378,10122801326.753923,1129220319.650266,320762933.1595005,31491.538130153334,808425894.9526354,,,,320762933.1595005,,,,,,,,,320079375.3573062,137147904.86487496,217.14467773776443,348224574.5750797
National,All Poultry,Overall,Adult Combined,2020,34467460006.51099,9790723190.024061,961223.6975869761,24675775592.789337,,,,9790723190.024061,,,,,,,,,9769858792.882704,4186198072.817984,6627.958570450748,10628941393.09162,986838170.4552459,280318287.4064971,27520.80469363772,706492362.244055,,,,280318287.4064971,,,,,,,,,279720918.65641403,119855076.25344601,189.76514394391768,304317320.63381404
National,All Poultry,Overall,Adult Combined,2021,36190833006.83654,10280259349.525265,1009284.882466325,25909564372.42881,,,,10280259349.525265,,,,,,,,,10258351732.52684,4395507976.458883,6959.356498973286,11160388462.7462,1036180078.9780083,294334201.77682203,28896.84492831961,741816980.3562579,,,,294334201.77682203,,,,,,,,,293706964.58923477,125847830.06611833,199.25340114111359,319533186.66550475
National,All Poultry,Overall,Adult Female,2017,,,658683.5917296746,,,,,,,,,,,,,,,,4096.50198672869,,,,27599.1246457943,,,,,,,,,,,,,,,,171.6451880129256,
National,All Poultry,Overall,Adult Female,2018,,,691617.7713161585,,,,,,,,,,,,,,,,4301.327086065125,,,,25214.481882115517,,,,,,,,,,,,,,,,156.81455621686672,
National,All Poultry,Overall,Adult Female,2019,,,726198.6598819664,,,,,,,,,,,,,,,,4516.393440368381,,,,24981.24888868898,,,,,,,,,,,,,,,,155.36402756708884,
National,All Poultry,Overall,Adult Female,2020,,,762508.5928760647,,,,,,,,,,,,,,,,4742.2131123868,,,,21831.390668418146,,,,,,,,,,,,,,,,135.7743480619878,
National,All Poultry,Overall,Adult Female,2021,,,800634.022519868,,,,,,,,,,,,,,,,4979.32376800614,,,,22922.960201839054,,,,,,,,,,,,,,,,142.5630654650872,
National,All Poultry,Overall,Adult Male,2017,,,171657.57884540453,,,,,,,,,,,,,,,,3999.9738225213564,,,,7192.526084502656,,,,,,,,,,,,,,,,167.6006165840365,
National,All Poultry,Overall,Adult Male,2018,,,180240.45778767476,,,,,,,,,,,,,,,,4199.972513647424,,,,6571.071400700072,,,,,,,,,,,,,,,,153.11944724788765,
National,All Poultry,Overall,Adult Male,2019,,,189252.48067705848,,,,,,,,,,,,,,,,4409.971139329796,,,,6510.289241464357,,,,,,,,,,,,,,,,151.7030982148039,
National,All Poultry,Overall,Adult Male,2020,,,198715.10471091143,,,,,,,,,,,,,,,,4630.469696296285,,,,5689.414025219577,,,,,,,,,,,,,,,,132.57502126870648,
National,All Poultry,Overall,Adult Male,2021,,,208650.859946457,,,,,,,,,,,,,,,,4861.9931811111,,,,5973.884726480555,,,,,,,,,,,,,,,,139.20377233214182,
National,All Poultry,Overall,Juvenile Combined,2017,3914796862.958191,-113509060.14038467,733082.7156742138,4027572840.382901,,,,-113509060.14038467,,,,,,,,,3351085265.2779946,2397373194.215389,9165.960015836166,4120336234.7737837,164031665.4921162,-4756078.242384892,30716.479808523083,168757027.25469255,,,,-4756078.242384892,,,,,,,,,140411908.0789991,100450963.77137476,384.05765097493065,172643853.21560347
National,All Poultry,Overall,Juvenile Combined,2018,4110536706.1061,-119184513.14740562,769736.8514579246,4228951482.4020476,,,,-119184513.14740562,,,,,,,,,3518639528.5418944,2517241853.926159,9624.258016627975,4326353046.512473,149858863.66778147,-4345139.572780389,28062.488704053685,154175940.7518578,,,,-4345139.572780389,,,,,,,,,128279920.38619594,91771715.17431931,350.87397902929143,157726933.90936205
National,All Poultry,Overall,Juvenile Combined,2019,4316063541.411406,-125143738.80477524,808223.6940308209,4440399056.52215,,,,-125143738.80477524,,,,,,,,,3694571504.9689894,2643103946.6224666,10105.470917459374,4542670698.838097,148472674.9081573,-4304947.197852587,27802.91175640729,152749819.19425347,,,,-4304947.197852587,,,,,,,,,127093336.02693485,90922830.31751104,347.62840813764734,156267965.80081
National,All Poultry,Overall,Juvenile Combined,2020,4531866718.481977,-131400925.74501419,848634.8787323618,4662419009.348259,,,,-131400925.74501419,,,,,,,,,3879300080.2174387,2775259143.9535894,10610.744463332343,4769804233.780001,129751918.48685573,-3762141.1364179477,24297.27316589485,133489762.35010777,,,,-3762141.1364179477,,,,,,,,,111068276.95123172,79458470.55863701,303.79632416734523,136564309.71716434
National,All Poultry,Overall,Juvenile Combined,2021,4758460054.406076,-137970972.0322647,891066.6226689799,4895539959.815672,,,,-137970972.0322647,,,,,,,,,4073265084.2283106,2914022101.1512694,11141.281686498962,5008294445.469002,136239514.41119853,-3950248.19323884,25512.136824189594,140164250.46761316,,,,-3950248.19323884,,,,,,,,,116621690.79879332,83431394.08656888,318.9861403757125,143392525.2030226
National,All Poultry,Overall,Juvenile Female,2017,,,423675.01681969955,,,,,,,,,,,,,,,,7401.78145801892,,,,17752.164689286426,,,,,,,,,,,,,,,,310.13781370256356,
National,All Poultry,Overall,Juvenile Female,2018,,,444858.76766068453,,,,,,,,,,,,,,,,7771.870530919866,,,,16218.327235771685,,,,,,,,,,,,,,,,283.3410256637922,
National,All Poultry,Overall,Juvenile Female,2019,,,467101.7060437188,,,,,,,,,,,,,,,,8160.46405746586,,,,16068.308328888925,,,,,,,,,,,,,,,,280.7201320089048,
National,All Poultry,Overall,Juvenile Female,2020,,,490456.7913459047,,,,,,,,,,,,,,,,8568.487260339152,,,,14042.272989298132,,,,,,,,,,,,,,,,245.3244390496099,
National,All Poultry,Overall,Juvenile Female,2021,,,514979.6309132,,,,,,,,,,,,,,,,8996.91162335611,,,,14744.386638763039,,,,,,,,,,,,,,,,257.5906610020904,
National,All Poultry,Overall,Juvenile Male,2017,,,309407.6988545143,,,,,,,,,,,,,,,,5406.334641846975,,,,12964.315119236659,,,,,,,,,,,,,,,,226.52773733954882,
National,All Poultry,Overall,Juvenile Male,2018,,,324878.08379724005,,,,,,,,,,,,,,,,5676.651373939323,,,,11844.161468281998,,,,,,,,,,,,,,,,206.95509738983932,
National,All Poultry,Overall,Juvenile Male,2019,,,341121.987987102,,,,,,,,,,,,,,,,5960.48394263629,,,,11734.603427518367,,,,,,,,,,,,,,,,205.04077065115075,
National,All Poultry,Overall,Juvenile Male,2020,,,358178.08738645713,,,,,,,,,,,,,,,,6258.508139768104,,,,10255.000176596719,,,,,,,,,,,,,,,,179.18740520077003,
National,All Poultry,Overall,Juvenile Male,2021,,,376086.99175578,,,,,,,,,,,,,,,,6571.43354675651,,,,10767.750185426556,,,,,,,,,,,,,,,,188.14677546080853,
National,All Poultry,Overall,Neonatal Combined,2017,10858562582.535797,8675980611.16956,67004.35215302002,2182514967.014085,,,,8675980611.16956,,,,,,,,,4160411307.440981,4439478248.084647,0.0,6084241067.076444,454978423.55932826,363527304.0328504,2807.5110570552015,91448312.01542085,,,,363527304.0328504,,,,,,,,,174323015.92683306,186016040.28033167,0.0,254932306.94323716
National,All Poultry,Overall,Neonatal Combined,2018,11401490711.662588,9109779641.728037,70354.56976067103,2291640715.3647904,,,,9109779641.728037,,,,,,,,,4368431872.81303,4661452160.48888,0.0,6388453120.430266,415666995.414593,332117512.3786901,2564.934127095393,83546918.10177574,,,,332117512.3786901,,,,,,,,,159261012.1927425,169943726.02850014,0.0,232905431.49765053
National,All Poultry,Overall,Neonatal Combined,2019,11971565247.245714,9565268623.81444,73872.29824870458,2406222751.1330256,,,,9565268623.81444,,,,,,,,,4586853466.453682,4894524768.513323,0.0,6707875776.451779,411822091.5985075,329045438.0864796,2541.2085844805883,82774112.30344346,,,,329045438.0864796,,,,,,,,,157787853.91871902,168371753.05991015,0.0,230751065.1605803
National,All Poultry,Overall,Neonatal Combined,2020,12570143509.608,10043532055.005163,77565.91316113982,2526533888.6896753,,,,10043532055.005163,,,,,,,,,4816196139.776366,5139251006.938991,0.0,7043269565.274368,359895896.6236028,287556460.38894755,2220.7903866188617,72337215.4442686,,,,287556460.38894755,,,,,,,,,137892556.81250402,147141943.74171796,0.0,201655916.92876393
National,All Poultry,Overall,Neonatal Combined,2021,13198650685.088406,10545708657.75542,81444.2088191968,2652860583.1241655,,,,10545708657.75542,,,,,,,,,5057005946.765184,5396213557.28594,0.0,7395433043.538087,377890691.4547831,301934283.40839493,2331.829905949805,75954076.21648222,,,,301934283.40839493,,,,,,,,,144787184.65312922,154499040.92880386,0.0,211738712.77520213
National,All Poultry,Overall,Neonatal Female,2017,,,33502.17607651001,,,,,,,,,,,,,,,,0.0,,,,1403.7555285276007,,,,,,,,,,,,,,,,0.0,
National,All Poultry,Overall,Neonatal Female,2018,,,35177.284880335515,,,,,,,,,,,,,,,,0.0,,,,1282.4670635476964,,,,,,,,,,,,,,,,0.0,
National,All Poultry,Overall,Neonatal Female,2019,,,36936.14912435229,,,,,,,,,,,,,,,,0.0,,,,1270.6042922402942,,,,,,,,,,,,,,,,0.0,
National,All Poultry,Overall,Neonatal Female,2020,,,38782.95658056991,,,,,,,,,,,,,,,,0.0,,,,1110.3951933094309,,,,,,,,,,,,,,,,0.0,
National,All Poultry,Overall,Neonatal Female,2021,,,40722.1044095984,,,,,,,,,,,,,,,,0.0,,,,1165.9149529749025,,,,,,,,,,,,,,,,0.0,
National,All Poultry,Overall,Neonatal Male,2017,,,33502.17607651001,,,,,,,,,,,,,,,,0.0,,,,1403.7555285276007,,,,,,,,,,,,,,,,0.0,
National,All Poultry,Overall,Neonatal Male,2018,,,35177.284880335515,,,,,,,,,,,,,,,,0.0,,,,1282.4670635476964,,,,,,,,,,,,,,,,0.0,
National,All Poultry,Overall,Neonatal Male,2019,,,36936.14912435229,,,,,,,,,,,,,,,,0.0,,,,1270.6042922402942,,,,,,,,,,,,,,,,0.0,
National,All Poultry,Overall,Neonatal Male,2020,,,38782.95658056991,,,,,,,,,,,,,,,,0.0,,,,1110.3951933094309,,,,,,,,,,,,,,,,0.0,
National,All Poultry,Overall,Neonatal Male,2021,,,40722.1044095984,,,,,,,,,,,,,,,,0.0,,,,1165.9149529749025,,,,,,,,,,,,,,,,0.0,
National,All Poultry,Overall,Overall,2017,86031573021.96347,29173522167.630962,1630428.238402313,56856420426.0941,,,,29173522167.630962,,,,,,,,,19450333402.416336,5481040534.906472,10807.21713115988,20207851810.88176,3604759761.9243298,1222383075.532465,68315.64159587525,2382308370.750269,,,,1222383075.532465,,,,,,,,,814977301.2652392,229657946.25960135,452.8270271524475,846717647.068936
National,All Poultry,Overall,Overall,2018,90333151673.06166,30632198276.012512,1711949.650322429,59699241447.39883,,,,30632198276.012512,,,,,,,,,20422850072.53715,5755092561.651796,11347.577987717872,21218244401.425846,3293298279.3086762,1116765705.6730149,62412.976113964665,2176470160.6595473,,,,1116765705.6730149,,,,,,,,,744560947.5233543,209814847.3679579,413.70148576822777,773558837.2923456
National,All Poultry,Overall,Overall,2019,94849809256.71475,32163808189.813133,1797547.13283855,62684203519.76878,,,,32163808189.813133,,,,,,,,,21443992576.16401,6042847189.734386,11914.956887103766,22279156621.49714,3262835396.132225,1106435665.5909712,61835.658471041206,2156337894.882783,,,,1106435665.5909712,,,,,,,,,737673787.2243143,207874068.05130374,409.87476284122727,766403447.6215702
National,All Poultry,Overall,Overall,2020,99592299719.55048,33771998599.303795,1887424.4894804778,65818413695.7572,,,,33771998599.303795,,,,,,,,,22516192204.972214,6344989549.221105,12510.704731458954,23393114452.572002,2851428066.5910997,966926408.3880401,54038.86824615143,1884447619.3348138,,,,966926408.3880401,,,,,,,,,644661310.0291134,181663455.24527198,358.1941044093921,669768479.1181443
National,All Poultry,Overall,Overall,2021,104571914705.52802,35460598529.26899,1981795.7139545013,69109334380.54507,,,,35460598529.26899,,,,,,,,,23642001815.220825,6662239026.682162,13136.239968031905,24562770175.200607,2993999469.9206553,1015272728.8074422,56740.811658458995,1978670000.3015547,,,,1015272728.8074422,,,,,,,,,676894375.5305692,190746628.00753564,376.1038096298618,703256903.0740516
National,All Poultry,Small holder,Adult Combined,2017,119608791.99012838,50963088.10613281,830341.1705750792,67815362.71342048,,,,50963088.10613281,,,,,,,,,129260358.65064463,136955456.88746145,5725.479814664289,188321633.17719957,5011659.6197574865,2135375.222088427,34791.65073029696,2841492.7469387623,,,,2135375.222088427,,,,,,,,,5416064.397157956,5738492.30953671,239.90005678895074,7890757.099184209
National,All Poultry,Small holder,Adult Combined,2018,125589231.58963482,53511242.511439465,871858.2291038332,71206130.84909153,,,,53511242.511439465,,,,,,,,,135723376.58317688,143803229.73183453,6011.753805397504,197737714.83605957,4578637.993178578,1950872.7374464688,31785.553282815585,2595979.7024492943,,,,1950872.7374464688,,,,,,,,,4948101.04911499,5242670.274019784,219.17201045523927,7208973.272414035
