species,production_system,group,age_group,sex,ahle_component,cause,median,mean,sd,lower95,upper95,exchg_rate_lcuperusdol,mean_usd,median_usd,lower95_usd,upper95_usd,sd_usd
Cattle,Crop livestock mixed,Adult,Adult,Overall,Health cost,Infectious,,1487965584.5762568,91266.35634968888,1487786702.5178113,1488144466.6347022,29.06975,51186046.82105133,,51179893.27454867,51192200.36755398,3139.564542168023
Cattle,Crop livestock mixed,Adult,Adult,Overall,Health cost,Non-infectious,,743982792.2881284,64535.05946905293,743856303.5715691,744109281.0046877,29.06975,25593023.410525665,,25588672.196065295,25597374.62498603,2220.0073777398475
Cattle,Crop livestock mixed,Adult,Adult,Overall,Health cost,Non-infectious,,1487965584.5762568,91266.35634968888,1487786702.5178113,1488144466.6347022,29.06975,51186046.82105133,,51179893.27454867,51192200.36755398,3139.564542168023
Cattle,Crop livestock mixed,Adult,Adult,Overall,Mortality,External,,,,,,29.06975,,,,,
Cattle,Crop livestock mixed,Adult,Adult,Overall,Mortality,Infectious,,,,,,29.06975,,,,,
Cattle,Crop livestock mixed,Adult,Adult,Overall,Mortality,Non-infectious,,,,,,29.06975,,,,,
Cattle,Crop livestock mixed,Adult,Adult,Overall,Production loss,External,,,,,,29.06975,,,,,
Cattle,Crop livestock mixed,Adult,Adult,Overall,Production loss,Infectious,,,,,,29.06975,,,,,
Cattle,Crop livestock mixed,Adult,Adult,Overall,Production loss,Non-infectious,,,,,,29.06975,,,,,
Cattle,Crop livestock mixed,Juvenile,Juvenile,Overall,Health cost,External,,320007536.5724277,1115365.413847744,317821420.3612861,322193652.7835693,29.06975,11008265.86305103,,10933063.420266295,11083468.305835767,38368.59325751835
Cattle,Crop livestock mixed,Juvenile,Juvenile,Overall,Health cost,External,,640015073.1448554,1577364.8952653594,636923437.9501352,643106708.3395755,29.06975,22016531.72610206,,21910179.4115923,22122884.040611822,54261.38495395934
Cattle,Crop livestock mixed,Juvenile,Juvenile,Overall,Health cost,Infectious,,320007536.5724277,1115365.413847744,317821420.3612861,322193652.7835693,29.06975,11008265.86305103,,10933063.420266295,11083468.305835767,38368.59325751835
Cattle,Crop livestock mixed,Juvenile,Juvenile,Overall,Health cost,Infectious,,640015073.1448554,1577364.8952653594,636923437.9501352,643106708.3395755,29.06975,22016531.72610206,,21910179.4115923,22122884.040611822,54261.38495395934
Cattle,Crop livestock mixed,Juvenile,Juvenile,Overall,Health cost,Non-infectious,,320007536.5724277,1115365.413847744,317821420.3612861,322193652.7835693,29.06975,11008265.86305103,,10933063.420266295,11083468.305835767,38368.59325751835
Cattle,Crop livestock mixed,Juvenile,Juvenile,Overall,Health cost,Non-infectious,,640015073.1448554,1577364.8952653594,636923437.9501352,643106708.3395755,29.06975,22016531.72610206,,21910179.4115923,22122884.040611822,54261.38495395934
Cattle,Crop livestock mixed,Juvenile,Juvenile,Overall,Mortality,External,3161984190.58818,3152746293.09031,10841159999.4816,2480816581.88055,3824676004.30007,29.06975,108454537.5550292,108772321.41962625,85340141.6207759,131568933.4892825,372936127.7438437
Cattle,Crop livestock mixed,Juvenile,Juvenile,Overall,Mortality,Infectious,10353990281.1465,9953003372.85357,32344984625.7502,7948277293.75283,11957729451.9543,29.06975,342383521.4562757,356177479.37792724,273420902.9576391,411346139.9549119,1112668138.72669
Cattle,Crop livestock mixed,Juvenile,Juvenile,Overall,Mortality,Non-infectious,4342390628.18366,4690780109.04082,14804485716.7605,3773205438.73362,5608354779.34803,29.06975,161362932.56876376,149378327.23651424,129798344.97144352,192927520.16608435,509274614.22132975
Cattle,Crop livestock mixed,Juvenile,Juvenile,Overall,Production loss,External,,,,,,29.06975,,,,,
Cattle,Crop livestock mixed,Juvenile,Juvenile,Overall,Production loss,Infectious,,,,,,29.06975,,,,,
Cattle,Crop livestock mixed,Juvenile,Juvenile,Overall,Production loss,Non-infectious,,,,,,29.06975,,,,,
Cattle,Crop livestock mixed,Oxen,Oxen,Overall,Health cost,External,,583111821.9453534,2180.6713243518034,583107547.8295577,583116096.0611491,29.06975,20059058.710355382,,20058911.68068379,20059205.740026973,75.01513856678517
Cattle,Crop livestock mixed,Oxen,Oxen,Overall,Health cost,Infectious,,583111821.9453534,2180.6713243518034,583107547.8295577,583116096.0611491,29.06975,20059058.710355382,,20058911.68068379,20059205.740026973,75.01513856678517
Cattle,Crop livestock mixed,Oxen,Oxen,Overall,Health cost,Non-infectious,,583111821.9453534,2180.6713243518034,583107547.8295577,583116096.0611491,29.06975,20059058.710355382,,20058911.68068379,20059205.740026973,75.01513856678517
Cattle,Crop livestock mixed,Oxen,Oxen,Overall,Mortality,External,569722874.956411,1006970730.82875,11455011235.8472,296994824.931654,1716946636.72586,29.06975,34639813.92439736,19598478.657587733,10216628.107625762,59062999.74116944,394052622.94471747
Cattle,Crop livestock mixed,Oxen,Oxen,Overall,Mortality,Infectious,1531819497.28277,2451702505.07316,26727908557.2765,795120010.30411,4108284999.84222,29.06975,84338616.77768677,52694622.32330068,27352144.765748248,141325088.78962564,919440606.0346752
Cattle,Crop livestock mixed,Oxen,Oxen,Overall,Mortality,Non-infectious,829721521.273786,1363244114.88836,17146773842.2264,300495590.142185,2425992639.63454,29.06975,46895625.689535,28542437.45728071,10337054.503123865,83454196.87594631,589849374.0822126
Cattle,Crop livestock mixed,Oxen,Oxen,Overall,Production loss,External,7611106514.51953,7714222858.38638,11860547752.787,6979112000.62754,8449333716.14523,29.06975,265369425.55014682,261822221.19280457,240081596.8705455,290657254.2297485,408003087.4977253
Cattle,Crop livestock mixed,Oxen,Oxen,Overall,Production loss,Infectious,25571336515.4396,25278868484.609,38545263856.6036,22889852178.8899,27667884790.3282,29.06975,869593597.6267083,879654503.9238247,787411387.400645,951775807.8527749,1325957872.2418873
Cattle,Crop livestock mixed,Oxen,Oxen,Overall,Production loss,Non-infectious,21893000498.8513,22425481537.7188,34309098644.1299,20299020647.4709,24551942427.9667,29.06975,771437027.7597433,753119669.0322862,698286729.2450366,844587326.2744503,1180233701.4982896
Cattle,Crop livestock mixed,Sub-adult,Sub-adult,Overall,Health cost,External,,432076544.621876,461202.28706359334,431172588.1392314,432980501.1045206,29.06975,14863442.053057767,,14832345.93139712,14894538.174718415,15865.368194208528
Cattle,Crop livestock mixed,Sub-adult,Sub-adult,Overall,Health cost,External,,864153089.243752,652238.5293628232,862874701.7262008,865431476.7613032,29.06975,29726884.106115535,,29682907.54912584,29770860.663105227,22437.018872292443
Cattle,Crop livestock mixed,Sub-adult,Sub-adult,Overall,Health cost,Infectious,,432076544.621876,461202.28706359334,431172588.1392314,432980501.1045206,29.06975,14863442.053057767,,14832345.93139712,14894538.174718415,15865.368194208528
Cattle,Crop livestock mixed,Sub-adult,Sub-adult,Overall,Health cost,Infectious,,864153089.243752,652238.5293628232,862874701.7262008,865431476.7613032,29.06975,29726884.106115535,,29682907.54912584,29770860.663105227,22437.018872292443
Cattle,Crop livestock mixed,Sub-adult,Sub-adult,Overall,Health cost,Non-infectious,,432076544.621876,461202.28706359334,431172588.1392314,432980501.1045206,29.06975,14863442.053057767,,14832345.93139712,14894538.174718415,15865.368194208528
Cattle,Crop livestock mixed,Sub-adult,Sub-adult,Overall,Health cost,Non-infectious,,864153089.243752,652238.5293628232,862874701.7262008,865431476.7613032,29.06975,29726884.106115535,,29682907.54912584,29770860.663105227,22437.018872292443
Cattle,Crop livestock mixed,Sub-adult,Sub-adult,Overall,Mortality,External,3212012676.91227,3386668176.14539,11931527367.5254,2647158037.12557,4126178315.16521,29.06975,116501455.16027452,110493302.38176352,91062291.11449428,141940619.20605475,410444787.7097464
Cattle,Crop livestock mixed,Sub-adult,Sub-adult,Overall,Mortality,Infectious,8204899620.21259,8226083283.0606,27858870237.5582,6499404345.175,9952762220.9462,29.06975,282977434.72374547,282248716.28454286,223579643.62180617,342375225.8256848,958345711.1794288
Cattle,Crop livestock mixed,Sub-adult,Sub-adult,Overall,Mortality,Non-infectious,4866217152.99458,4919424480.27016,17109380037.583,3858993604.95969,5979855355.58064,29.06975,169228303.6582757,167397970.50179586,132749459.66028914,205707147.6562626,588563026.4306711
Cattle,Crop livestock mixed,Sub-adult,Sub-adult,Overall,Production loss,External,,,,,,29.06975,,,,,
Cattle,Crop livestock mixed,Sub-adult,Sub-adult,Overall,Production loss,Infectious,,,,,,29.06975,,,,,
Cattle,Crop livestock mixed,Sub-adult,Sub-adult,Overall,Production loss,Non-infectious,,,,,,29.06975,,,,,
Cattle,Pastoral,Adult,Adult,Overall,Health cost,External,,272472055.2947623,5254.663981084586,272461756.1533594,272482354.4361652,29.06975,9373044.32596642,,9372690.035289586,9373398.616643254,180.7605494056394
Cattle,Pastoral,Adult,Adult,Overall,Health cost,External,,544944110.5895246,7431.217067763223,544929545.4040718,544958675.7749774,29.06975,18746088.65193284,,18745587.609252635,18746589.694613043,255.63402051146718
Cattle,Pastoral,Adult,Adult,Overall,Health cost,Infectious,,272472055.2947623,5254.663981084586,272461756.1533594,272482354.4361652,29.06975,9373044.32596642,,9372690.035289586,9373398.616643254,180.7605494056394
Cattle,Pastoral,Adult,Adult,Overall,Health cost,Infectious,,544944110.5895246,7431.217067763223,544929545.4040718,544958675.7749774,29.06975,18746088.65193284,,18745587.609252635,18746589.694613043,255.63402051146718
Cattle,Pastoral,Adult,Adult,Overall,Health cost,Non-infectious,,272472055.2947623,5254.663981084586,272461756.1533594,272482354.4361652,29.06975,9373044.32596642,,9372690.035289586,9373398.616643254,180.7605494056394
Cattle,Pastoral,Adult,Adult,Overall,Health cost,Non-infectious,,544944110.5895246,7431.217067763223,544929545.4040718,544958675.7749774,29.06975,18746088.65193284,,18745587.609252635,18746589.694613043,255.63402051146718
Cattle,Pastoral,Adult,Adult,Overall,Mortality,External,,,,,,29.06975,,,,,
Cattle,Pastoral,Adult,Adult,Overall,Mortality,Infectious,,,,,,29.06975,,,,,
Cattle,Pastoral,Adult,Adult,Overall,Mortality,Non-infectious,,,,,,29.06975,,,,,
Cattle,Pastoral,Adult,Adult,Overall,Production loss,External,,,,,,29.06975,,,,,
Cattle,Pastoral,Adult,Adult,Overall,Production loss,Infectious,,,,,,29.06975,,,,,
Cattle,Pastoral,Adult,Adult,Overall,Production loss,Non-infectious,,,,,,29.06975,,,,,
Cattle,Pastoral,Juvenile,Juvenile,Overall,Health cost,External,,129644061.17759998,89979.75184291384,129467700.86398786,129820421.4912121,29.06975,4459758.380364467,,4453691.581936132,4465825.178792804,3095.3053205794286
Cattle,Pastoral,Juvenile,Juvenile,Overall,Health cost,External,,259288122.35519996,127250.58539521425,259038711.20782533,259537533.5025746,29.06975,8919516.760728935,,8910937.0121114,8928096.509346472,4377.422764049029
Cattle,Pastoral,Juvenile,Juvenile,Overall,Health cost,Infectious,,129644061.17759998,89979.75184291384,129467700.86398786,129820421.4912121,29.06975,4459758.380364467,,4453691.581936132,4465825.178792804,3095.3053205794286
Cattle,Pastoral,Juvenile,Juvenile,Overall,Health cost,Infectious,,259288122.35519996,127250.58539521425,259038711.20782533,259537533.5025746,29.06975,8919516.760728935,,8910937.0121114,8928096.509346472,4377.422764049029
Cattle,Pastoral,Juvenile,Juvenile,Overall,Health cost,Non-infectious,,129644061.17759998,89979.75184291384,129467700.86398786,129820421.4912121,29.06975,4459758.380364467,,4453691.581936132,4465825.178792804,3095.3053205794286
Cattle,Pastoral,Juvenile,Juvenile,Overall,Health cost,Non-infectious,,259288122.35519996,127250.58539521425,259038711.20782533,259537533.5025746,29.06975,8919516.760728935,,8910937.0121114,8928096.509346472,4377.422764049029
Cattle,Pastoral,Juvenile,Juvenile,Overall,Mortality,External,1499790226.69997,1488344090.88199,2805326580.53878,1314471343.021,1662216838.74298,29.06975,51199067.445780925,51592814.754167825,45217841.330627196,57180293.56093465,96503292.27250941
Cattle,Pastoral,Juvenile,Juvenile,Overall,Mortality,Infectious,2950699340.66418,2918746659.93087,5652094731.25692,2568432636.27609,3269060683.58565,29.06975,100404945.34458914,101504118.22131872,88354135.70037892,112455754.98879935,194432175.4145433
Cattle,Pastoral,Juvenile,Juvenile,Overall,Mortality,Non-infectious,1254101389.11176,1241968366.48663,2401500808.04139,1093124539.39668,1390812193.57657,29.06975,42723737.441382535,43141113.670112744,37603506.71734983,47843968.16541491,82611677.36363024
Cattle,Pastoral,Juvenile,Juvenile,Overall,Production loss,External,,,,,,29.06975,,,,,
Cattle,Pastoral,Juvenile,Juvenile,Overall,Production loss,Infectious,,,,,,29.06975,,,,,
Cattle,Pastoral,Juvenile,Juvenile,Overall,Production loss,Non-infectious,,,,,,29.06975,,,,,
Cattle,Pastoral,Oxen,Oxen,Overall,Health cost,External,,0.0,0.0,0.0,0.0,29.06975,0.0,,0.0,0.0,0.0
Cattle,Pastoral,Oxen,Oxen,Overall,Health cost,Infectious,,0.0,0.0,0.0,0.0,29.06975,0.0,,0.0,0.0,0.0
Cattle,Pastoral,Oxen,Oxen,Overall,Health cost,Non-infectious,,0.0,0.0,0.0,0.0,29.06975,0.0,,0.0,0.0,0.0
Cattle,Pastoral,Sub-adult,Sub-adult,Overall,Health cost,External,,117736195.49197333,37674.39269975602,117662353.6822818,117810037.30166484,29.06975,4050127.5550004155,,4047587.3952229316,4052667.7147778994,1295.999886471539
Cattle,Pastoral,Sub-adult,Sub-adult,Overall,Health cost,External,,235472390.98394665,53279.637110164884,235367962.89521074,235576819.07268256,29.06975,8100255.110000831,,8096662.781592919,8103847.438408744,1832.8206162820418
Cattle,Pastoral,Sub-adult,Sub-adult,Overall,Health cost,Infectious,,117736195.49197333,37674.39269975602,117662353.6822818,117810037.30166484,29.06975,4050127.5550004155,,4047587.3952229316,4052667.7147778994,1295.999886471539
Cattle,Pastoral,Sub-adult,Sub-adult,Overall,Health cost,Infectious,,235472390.98394665,53279.637110164884,235367962.89521074,235576819.07268256,29.06975,8100255.110000831,,8096662.781592919,8103847.438408744,1832.8206162820418
Cattle,Pastoral,Sub-adult,Sub-adult,Overall,Health cost,Non-infectious,,117736195.49197333,37674.39269975602,117662353.6822818,117810037.30166484,29.06975,4050127.5550004155,,4047587.3952229316,4052667.7147778994,1295.999886471539
Cattle,Pastoral,Sub-adult,Sub-adult,Overall,Health cost,Non-infectious,,235472390.98394665,53279.637110164884,235367962.89521074,235576819.07268256,29.06975,8100255.110000831,,8096662.781592919,8103847.438408744,1832.8206162820418
Cattle,Pastoral,Sub-adult,Sub-adult,Overall,Mortality,External,1572196122.77702,1581039554.8434,2942373943.55229,1398672679.50379,1763406430.18301,29.06975,54387793.319288954,54083579.07367694,48114369.0435518,60661217.595026106,101217724.38883342
Cattle,Pastoral,Sub-adult,Sub-adult,Overall,Mortality,Infectious,2767868225.87254,2707201755.37382,4984595365.36073,2398259010.82392,3016144499.92371,29.06975,93127796.26153716,95214724.09884983,82500159.47243853,103755433.05063546,171470183.45051917
Cattle,Pastoral,Sub-adult,Sub-adult,Overall,Mortality,Non-infectious,1540690974.19265,1515161843.41731,2832868793.12534,1339582042.90234,1690741643.93228,29.06975,52121598.686514676,52999801.31210795,46081649.92483045,58161547.44819891,97450744.95395866
Cattle,Pastoral,Sub-adult,Sub-adult,Overall,Production loss,External,,,,,,29.06975,,,,,
Cattle,Pastoral,Sub-adult,Sub-adult,Overall,Production loss,Infectious,,,,,,29.06975,,,,,
Cattle,Pastoral,Sub-adult,Sub-adult,Overall,Production loss,Non-infectious,,,,,,29.06975,,,,,
Cattle,Periurban dairy,Adult,Adult,Overall,Health cost,External,,34123994.07102373,165.2534897587836,34123670.17418381,34124317.96786366,29.06975,1173866.1003628767,,1173854.958304898,1173877.2424208552,5.684723458536231
Cattle,Periurban dairy,Adult,Adult,Overall,Health cost,External,,68247988.14204746,233.70372644635515,68247530.08274363,68248446.2013513,29.06975,2347732.2007257533,,2347716.443476247,2347747.9579752595,8.039413013402426
Cattle,Periurban dairy,Adult,Adult,Overall,Health cost,Infectious,,34123994.07102373,165.2534897587836,34123670.17418381,34124317.96786366,29.06975,1173866.1003628767,,1173854.958304898,1173877.2424208552,5.684723458536231
Cattle,Periurban dairy,Adult,Adult,Overall,Health cost,Infectious,,68247988.14204746,233.70372644635515,68247530.08274363,68248446.2013513,29.06975,2347732.2007257533,,2347716.443476247,2347747.9579752595,8.039413013402426
Cattle,Periurban dairy,Adult,Adult,Overall,Health cost,Non-infectious,,34123994.07102373,165.2534897587836,34123670.17418381,34124317.96786366,29.06975,1173866.1003628767,,1173854.958304898,1173877.2424208552,5.684723458536231
Cattle,Periurban dairy,Adult,Adult,Overall,Health cost,Non-infectious,,68247988.14204746,233.70372644635515,68247530.08274363,68248446.2013513,29.06975,2347732.2007257533,,2347716.443476247,2347747.9579752595,8.039413013402426
Cattle,Periurban dairy,Adult,Adult,Overall,Mortality,External,,,,,,29.06975,,,,,
Cattle,Periurban dairy,Adult,Adult,Overall,Mortality,Infectious,,,,,,29.06975,,,,,
Cattle,Periurban dairy,Adult,Adult,Overall,Mortality,Non-infectious,,,,,,29.06975,,,,,
Cattle,Periurban dairy,Adult,Adult,Overall,Production loss,External,,,,,,29.06975,,,,,
Cattle,Periurban dairy,Adult,Adult,Overall,Production loss,Infectious,,,,,,29.06975,,,,,
Cattle,Periurban dairy,Adult,Adult,Overall,Production loss,Non-infectious,,,,,,29.06975,,,,,
Cattle,Periurban dairy,Juvenile,Juvenile,Overall,Health cost,External,,18627006.5383857,3467.862626042211,18620209.52763866,18633803.549132742,29.06975,640769.4093821137,,640535.5920721252,641003.2266921024,119.29454591257961
Cattle,Periurban dairy,Juvenile,Juvenile,Overall,Health cost,External,,37254013.0767714,4904.298358195672,37244400.65198934,37263625.50155346,29.06975,1281538.8187642274,,1281208.151153324,1281869.486375131,168.70796474671
Cattle,Periurban dairy,Juvenile,Juvenile,Overall,Health cost,Infectious,,18627006.5383857,3467.862626042211,18620209.52763866,18633803.549132742,29.06975,640769.4093821137,,640535.5920721252,641003.2266921024,119.29454591257961
Cattle,Periurban dairy,Juvenile,Juvenile,Overall,Health cost,Infectious,,37254013.0767714,4904.298358195672,37244400.65198934,37263625.50155346,29.06975,1281538.8187642274,,1281208.151153324,1281869.486375131,168.70796474671
Cattle,Periurban dairy,Juvenile,Juvenile,Overall,Health cost,Non-infectious,,18627006.5383857,3467.862626042211,18620209.52763866,18633803.549132742,29.06975,640769.4093821137,,640535.5920721252,641003.2266921024,119.29454591257961
Cattle,Periurban dairy,Juvenile,Juvenile,Overall,Health cost,Non-infectious,,37254013.0767714,4904.298358195672,37244400.65198934,37263625.50155346,29.06975,1281538.8187642274,,1281208.151153324,1281869.486375131,168.70796474671
Cattle,Periurban dairy,Juvenile,Juvenile,Overall,Mortality,External,42203157.1288923,45623231.7676972,887931142.432296,-9410299.3431079,100656762.878502,29.06975,1569440.1144728523,1451789.476307581,-323714.4916316067,3462594.720577301,30544849.62658076
Cattle,Periurban dairy,Juvenile,Juvenile,Overall,Mortality,Infectious,210762298.389581,207534117.24342,3540249281.07468,-11888774.5095676,426957008.996408,29.06975,7139177.916680398,7250227.414738035,-408974.0885135786,14687329.921874389,121784648.339758
Cattle,Periurban dairy,Juvenile,Juvenile,Overall,Mortality,Non-infectious,101486983.146562,91880994.7652149,1782383976.70517,-18590278.6768962,202352268.207326,29.06975,3160708.116348263,3491154.3149343217,-639505.9701888114,6960922.202885336,61314045.5870852
Cattle,Periurban dairy,Juvenile,Juvenile,Overall,Production loss,External,,,,,,29.06975,,,,,
Cattle,Periurban dairy,Juvenile,Juvenile,Overall,Production loss,Infectious,,,,,,29.06975,,,,,
Cattle,Periurban dairy,Juvenile,Juvenile,Overall,Production loss,Non-infectious,,,,,,29.06975,,,,,
Cattle,Periurban dairy,Oxen,Oxen,Overall,Health cost,External,,0.0,0.0,0.0,0.0,29.06975,0.0,,0.0,0.0,0.0
Cattle,Periurban dairy,Oxen,Oxen,Overall,Health cost,Infectious,,0.0,0.0,0.0,0.0,29.06975,0.0,,0.0,0.0,0.0
Cattle,Periurban dairy,Oxen,Oxen,Overall,Health cost,Non-infectious,,0.0,0.0,0.0,0.0,29.06975,0.0,,0.0,0.0,0.0
Cattle,Periurban dairy,Sub-adult,Sub-adult,Overall,Health cost,External,,20702158.854318634,1255.935601065,20699697.220540546,20704620.48809672,29.06975,712154.6918813762,,712070.0116286018,712239.3721341505,43.20421059916236
Cattle,Periurban dairy,Sub-adult,Sub-adult,Overall,Health cost,External,,41404317.70863727,1776.1611604933278,41400836.4327627,41407798.98451184,29.06975,1424309.3837627524,,1424189.6278008134,1424429.1397246912,61.09998058095882
Cattle,Periurban dairy,Sub-adult,Sub-adult,Overall,Health cost,Infectious,,20702158.854318634,1255.935601065,20699697.220540546,20704620.48809672,29.06975,712154.6918813762,,712070.0116286018,712239.3721341505,43.20421059916236
Cattle,Periurban dairy,Sub-adult,Sub-adult,Overall,Health cost,Infectious,,41404317.70863727,1776.1611604933278,41400836.4327627,41407798.98451184,29.06975,1424309.3837627524,,1424189.6278008134,1424429.1397246912,61.09998058095882
Cattle,Periurban dairy,Sub-adult,Sub-adult,Overall,Health cost,Non-infectious,,20702158.854318634,1255.935601065,20699697.220540546,20704620.48809672,29.06975,712154.6918813762,,712070.0116286018,712239.3721341505,43.20421059916236
Cattle,Periurban dairy,Sub-adult,Sub-adult,Overall,Health cost,Non-infectious,,41404317.70863727,1776.1611604933278,41400836.4327627,41407798.98451184,29.06975,1424309.3837627524,,1424189.6278008134,1424429.1397246912,61.09998058095882
Cattle,Periurban dairy,Sub-adult,Sub-adult,Overall,Mortality,External,-8304088.89084243,-7205075.0888471,1109247432.71884,-75955679.9284193,61545529.7507251,29.06975,-247854.7317691793,-285660.8292414771,-2612876.9572637985,2117167.4937254395,38158134.58040884
Cattle,Periurban dairy,Sub-adult,Sub-adult,Overall,Mortality,Infectious,-21661452.3768051,-8790920.69410914,3221134203.40729,-208435218.459924,190853377.071706,29.06975,-302407.8533220664,-745154.4088547408,-7170175.817126877,6565360.110482753,110807083.08146062
Cattle,Periurban dairy,Sub-adult,Sub-adult,Overall,Mortality,Non-infectious,-12927130.1553292,7492185.57158944,1919491052.1361,-111476916.295112,126461287.438291,29.06975,257731.33830147973,-444693.544159451,-3834808.2214367855,4350270.898039749,66030531.811800934
Cattle,Periurban dairy,Sub-adult,Sub-adult,Overall,Production loss,External,,,,,,29.06975,,,,,
Cattle,Periurban dairy,Sub-adult,Sub-adult,Overall,Production loss,Infectious,,,,,,29.06975,,,,,
Cattle,Periurban dairy,Sub-adult,Sub-adult,Overall,Production loss,Non-infectious,,,,,,29.06975,,,,,
